assignment_id,task_id,replicate,condition_id,arm,submission_id,source_checkpoint,active_generation,solver_turn,exposed,category,corrective,criterion_id,criterion_source_generation,points,previously_reminded,skipped,reminder_component_bytes,reminder_component_chars,solver_prompt_bytes,elicited_penalty,W,W_train,prompt_path,prompt_sha256,binding_sha256,receipt_path
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s000,0,2,1,True,3,False,elicited_810053fe7b28281e,2,0.0,False,[],581,581,20616,0.0,40.0,40.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,cca9162b70aeb8eac80114ad9833875423e1966df4b42e44d31cf57eda1d335e,1313aab07f163e86366532640bcc88b0198cf745f4e0a862cea7f20881aa22f0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s001,1,3,2,False,,,,,,,[],0,0,14550,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,6c9b5513bf370c48f0fe58cd9d1903e30b56be26a2525b3b6a41687a5822bb56,5744fde12c976bd69fb51b603438ce42524c87bec060bd5de6b109544fef4bba,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s001.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s002,2,4,3,True,3,False,elicited_d65562e4c71f9f68,4,0.0,False,[],599,599,16908,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,5957e764ac8a7d5ee79d27b7fcaee21b543eea65f21c35f13123cba4044e524f,d638b493a9e9f8c53c52460595230c638ba5c3fbda23f78c1efff9e42a8f047c,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s002.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s003,3,5,4,False,,,,,,,[],0,0,16307,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,91f2727690dc70f42aae652f53e962a3eabb6de7aaf4851bd6b9d8fcf094c120,39a12f24a794b613e93c2e80a24c50160b86e1d83f6ccef74a755ef6e5b90759,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s003.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s004,4,6,5,False,,,,,,,[],0,0,16307,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,91f2727690dc70f42aae652f53e962a3eabb6de7aaf4851bd6b9d8fcf094c120,3c3e4ef3686ba6d2c64e14e3bbebc23079fe09d5c6b0d1300115785b33ecb285,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s004.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s000,0,2,1,True,4,False,elicited_17bac549dc540429,1,0.0,False,[],524,524,6842,0.0,90.0,90.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt,8c3fb0b030985c2b12f5ae729177568dbcefc3b271da68ef4e0fb91c0b161cd3,976ae4a710710c713e74577f7fbf8e7f8e1638182e909360ad6311f40f64eaa3,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s001,1,3,2,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,73ae4abbfd47402ba19e28a3b1a12fa21bafa130c2e9cbc135e9fc47d3f081ad,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s002,2,4,3,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,b67e29d388dc08861110a4a1e1a391604b2343e08512bf12a32567c71913613c,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s003,3,5,4,False,,,,,,,[],0,0,1374,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt,090133e72b3295f56a97be30223d12d469c3cdf952a5cdd3fadce790956c3700,a47cb24e33acaec548846e83fc73fccb5f69d86b1ef6626136f15762e282e8ec,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s004,4,6,5,False,,,,,,,[],0,0,893,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt,4db4a68f78ad6232309e934e19e68602d7b20759c7c0844580ca16624d9d1506,3ce3a709978be5690ce2aeda2a60d4959fe4b3cdc61e4c2ecceb6d3bb2a57238,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s005,5,7,6,True,3,False,elicited_931edae77a743252,7,0.0,False,[],659,659,1662,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt,c96de82bf97db2db8dfe92d71e3c5e868c603b72f9bf8857616c3bdcdd2d8eda,39ac17273790faa1b14213e180cd161e8398083b783fea40eca6c061856d3233,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s005.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s006,6,8,7,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,fd2ec41394bbfef2b918e39dc3b22a8028b80db9e11d8c9cf0246cbabfa74184,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s006.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s000,0,2,1,False,,,,,,,[],0,0,11237,0.0,57.0,57.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,6fd3c585114149bb72f015b57c2c2b08da9a48b424ec433d5efd264f718115b9,284fbed641e0b83255597ad4c4a08732d5e317f095fb24672f8ead3f29c9011f,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s001,1,3,2,False,,,,,,,[],0,0,6496,0.0,95.0,95.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,5ff1edf1837598da2f12921027b623586ae7031f8fea0b8b1e802a6b3cdc796e,3b5359fa1e79e0dc89fe6296c89db344d2a3363ac112dc7b91d88343636fa48b,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s001.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s002,2,4,3,False,,,,,,,[],0,0,6213,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,d405ea1322a6c5f3eda7bc2568e721f97dfd2275116e52f7fe702b94c4da5432,d4ef57de7ac22bf28057a2f56f1f7ffdde019c0b15d634b99454ccfb6b212436,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s002.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s003,3,5,4,False,,,,,,,[],0,0,6213,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,d405ea1322a6c5f3eda7bc2568e721f97dfd2275116e52f7fe702b94c4da5432,f5be29a4ae04907c4678e43423232be347720a64646d6cc96ffe156fcc5d47b4,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s003.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s004,4,6,5,False,,,,,,,[],0,0,6213,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,d405ea1322a6c5f3eda7bc2568e721f97dfd2275116e52f7fe702b94c4da5432,c27e95b9d17506b9cbd20eea73073ba7d6d2e6c3656392f554ded533ee835ee9,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s004.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s000,0,2,1,False,,,,,,,[],0,0,6782,0.0,45.0,45.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt,145d5ee2bfbe53ac830e0f27d6313b9e2ab567b2aa5fe374cf706f796b0f76ef,c159007f9da7e36552fd7361974aef6389f046cacc61c61808e85b9d2420f085,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s001,1,3,2,False,,,,,,,[],0,0,1398,0.0,75.0,75.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt,db5cfea73d8c27c53c8bae7f12223cc78313d70fa6e19e0b93ceef055e209afa,083cbd8897914ce73ea4638e7c0774f84db9a4631333ae75a6c5ea0082ecfc7e,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s002,2,4,3,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,6470ea8a228c3368caa6c32f6adc340020d90ccea94d097d2a0ba83b78e92590,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s003,3,5,4,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,0aa68897317c128a403d23bbc34b05a21a1d4627042b85a18b1457c0b77ea15d,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s004,4,6,5,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,ce8a97a886a529bfc59ef74bed3f3ee74f44447acc6b935e03e7a7615d715b72,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s000,0,2,1,True,1,True,elicited_b5f24eba8f813f86,2,-5.0,False,[],664,664,18867,-5.0,59.0,54.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,0e16313c3dad8cd00630a49cb308e12865f859efbd83a316242d388e402edc25,7caa877aa3c3f4b2641e0ed740d15c52ad3e9818b30f380d09ee51c3f32fcb28,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
