assignment_id,task_id,replicate,condition_id,arm,generation,criterion_id,levels,provenance_pair_ids,requirement,source_generation,title,generation_sha256,path
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,5,elicited_3aadec50a49d594d,"[{""description"": ""The artifact makes no covered mechanistic or causal claim, or accurately presents such an explanation as hypothesis-level/consistent with the associations and states relevant scope limitations."", ""label"": ""A"", ""points"": 0}, {""description"": ""A localized mechanistic overstatement or ambiguous method-to-claim link appears for part of the interpretation, but the association-versus-mechanism distinction remains mostly clear and is readily correctable without changing the analysis."", ""label"": ""B"", ""points"": -5}, {""description"": ""A material portion of the interpretation asserts that an association or phenotype overlap demonstrates a causal mechanism or direction despite lacking supporting design or evidence, without accurate qualification or correction."", ""label"": ""C"", ""points"": -10}]","[""pair_18aa3123d7e74b80""]","When interpreting protein associations or overlap between body-composition phenotypes, check that any mechanistic or causal explanation is explicitly framed as a hypothesis or compatibility claim supported by the available observational evidence, not as demonstrated mechanism or direction; repair the affected wording and preserve valid quantitative results and limitations.",5,Qualification of Mechanistic Interpretation,821eef261d512edf82b89756d112d52d7ea3ce5a41d0d5b601f42c9ded186feb,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005/criteria.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,6,elicited_04e3945a7b1c6bde,"[{""description"": ""No covered longitudinal, within-person, or treatment-period claim is made, or any such claim is supported by the documented model and data scope; coefficients and limitations are accurately described."", ""label"": ""A"", ""points"": 0}, {""description"": ""A localized ambiguity or overstatement about estimand or time structure appears, but most coefficient-to-claim links remain accurate and the issue is readily corrected without changing valid results."", ""label"": ""B"", ""points"": -5}, {""description"": ""A material portion of the artifact presents model associations as unsupported longitudinal, within-person, or treatment-period changes, without correction or accurate qualification of the model and data scope."", ""label"": ""C"", ""points"": -10}]","[""pair_919762e537962dfc""]","When interpreting supplied model coefficients, check that the claimed estimand and time structure match the documented model and data. Treat coefficients as associations at the modeled scope unless the artifact provides support for longitudinal, within-person, or treatment-period interpretations; repair unsupported claims while retaining valid results and accurately stating limitations.",6,Fidelity of Estimand and Time Structure,b2714b7e466b365e45efbc8cbcd85ed39a37b356b84a08c1d1d243a16e08c937,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006/criteria.json
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,3,elicited_8d0cbadf79ba45cf,"[{""description"": ""The artifact makes no regimen-difference claim, or reports an appropriate adjusted direct change comparison and interprets the arm-specific sets consistently with its result, while preserving valid within-arm findings."", ""label"": ""A"", ""points"": 0}, {""description"": ""The artifact includes a direct comparison or some qualification but incompletely links the method to the claim, or uses language that still implies a regimen difference despite an unsupported contrast without making that implication central."", ""label"": ""B"", ""points"": -5}, {""description"": ""The artifact materially labels arm-only significant sets as distinct regimen-specific responses despite a null or unreported direct contrast, treating significance in one arm as evidence that regimens differ."", ""label"": ""C"", ""points"": -10}]","[""pair_851d4de79a2bb30d""]","When an artifact claims that CPA and SPIRO have different biological responses or regimen-specific programs based on arm-only significant proteins, it must perform and report an adjusted direct comparison of subject-level changes (an interaction/contrast) and align the claim with that result. If the contrast is not supported, describe the sets as within-arm discoveries and qualify possible power or baseline explanations; retain the valid within-arm analyses.",3,Direct support for regimen-specific claims,96adb8e6a8a9a7a466c521e1d0bd32ea7375468bf7eb1f3a9881b4c0690da1b6,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criteria.json
da-15-2--rep-001--solver-luna--full-red-team-trace,da-15-2,1,full-red-team-trace,full,1,elicited_accc1ceaf159d0d1,"[{""description"": ""Provides an inspectable fixed module definition or gene-overlap evidence and quantitative associations for the discovery and each claimed replication level."", ""label"": ""A"", ""points"": 0}, {""description"": ""Reports quantitative associations in multiple levels but gives incomplete overlap or module-transfer evidence, making the replication claim only partly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Claims replication from similar biological descriptions, hub genes, or separately selected modules without directly demonstrating that the same module was tested across levels."", ""label"": ""C"", ""points"": -10}]","[""pair_b6460b3c0bd0fc16""]","When claiming that a co-expression program replicates across spinal levels or cohorts, directly identify the overlapping module genes or a fixed transferable module definition and report the corresponding quantitative association in each replication level; analogous marker lists or separately discovered modules do not establish replication.",1,Direct evidence for cross-level module replication,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-001--solver-luna--full-red-team-trace,da-15-2,1,full-red-team-trace,full,1,elicited_cefd1ecb9d7b6460,"[{""description"": ""Reports the relevant output contents directly, including enough memberships, statistics, or tables to inspect the claimed results without relying on unseen files."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides some quantitative output directly but relies partly on referenced files for material results or reproducibility details."", ""label"": ""B"", ""points"": -5}, {""description"": ""Substantive results or reproducibility depend on unseen output files, with no direct inspectable evidence in the submitted material."", ""label"": ""C"", ""points"": -10}]","[""pair_3e9ec19d4597ab8b""]","When claiming that analysis outputs were generated or saved, provide their relevant contents or other direct reviewable evidence in the submission; a prose assertion referring only to an unseen file is insufficient proof of completed computation or reproducibility.",1,Inspectability of claimed generated outputs,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-18-7--rep-001--solver-luna--user-simulator-red-team-trace,da-18-7,1,user-simulator-red-team-trace,user,5,elicited_a246b4aace308d00,"[{""description"": ""Passes this check by using patient-level aggregation or an appropriate clustered/resampling method, or makes no covered inferential claim and accurately labels the sample-level result descriptive or exploratory."", ""label"": ""A"", ""points"": 0}, {""description"": ""Reports the sample-versus-patient discrepancy and acknowledges the dependence limitation, but incompletely links the limitation to the inferential claim or leaves the correction/qualified scope insufficiently clear."", ""label"": ""B"", ""points"": -5}, {""description"": ""Uses repeated patient samples as independent observations and presents the resulting p-value or conclusion as support for mutual exclusivity without an adequate dependence-aware method or an accurate descriptive-only limitation."", ""label"": ""C"", ""points"": -10}]","[""pair_37a328184e64d382""]","When repeated samples from a patient are included, check whether any p-value or inferential mutual-exclusivity claim treats sample rows as independent; aggregate alteration status to one observation per patient or use a method accounting for within-patient dependence, and otherwise label the result descriptive or exploratory rather than inferential.",5,Patient-Level Independence for Mutual-Exclusivity Inference,e211529764aa7eb5d5105deceaabb1f2c551bd99576980ef47eae243568cf4a2,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criteria.json
da-13-6--rep-001--solver-luna--user-simulator-red-team-trace,da-13-6,1,user-simulator-red-team-trace,user,1,elicited_fd1b148d5bf4b379,"[{""description"": ""Provides direct, reproducible results from suitable overlap and directional-concordance tests (or justified alternatives), with clearly defined protein universe, sets, denominators, and relevant caveats."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides a partial validation, such as testing only overlap or only directional agreement, or reports tests with incomplete denominators or caveats."", ""label"": ""B"", ""points"": -5}, {""description"": ""Makes claims about enriched overlap or directional agreement without testing them, or uses an inappropriate or uninterpretable test."", ""label"": ""C"", ""points"": -10}]","[""pair_a90ae9d0868f0f81""]","When claiming that significant-protein overlap or same-direction agreement is non-random, the analysis should test those claims against appropriate null expectations and report the resulting evidence.",1,Validation of overlap and directional concordance,fadb02664986ba5318722abc1256c8421be8afb80d7b22c4d4fe7238f875b050,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-13-6--rep-001--solver-luna--user-simulator-red-team-trace,da-13-6,1,user-simulator-red-team-trace,user,4,elicited_b0ebad19dbb439fe,"[{""description"": ""Applies the stated discordance definition consistently: primary examples satisfy both significance filters and have opposite signs, while nonsignificant sign reversals are accurately labeled exploratory or non-primary; or makes no covered discordance claim."", ""label"": ""A"", ""points"": 0}, {""description"": ""Mostly applies the definition but mislabels or inadequately qualifies an isolated exception, without changing the reported primary set or the central interpretation."", ""label"": ""B"", ""points"": -5}, {""description"": ""Materially conflates nonsignificant sign reversals with primary discordance, or reports a primary discordant set that is not checked against both significance filters and opposite signs."", ""label"": ""C"", ""points"": -10}]","[""pair_90d5d8e610547a8b""]","When discordance is defined by significance in both datasets plus opposite effect signs, every protein presented as a primary discordant example must satisfy both significance filters and the sign-opposition check; otherwise label it exploratory/non-primary and keep it separate from the reported discordant set.",4,Consistency of Primary Discordance Labels,89a11ed75b099c83c51bb27cd4d2ecb5a4129ba8dc858275efe1688386078031,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criteria.json
da-13-6--rep-001--solver-luna--user-simulator-red-team-trace,da-13-6,1,user-simulator-red-team-trace,user,5,elicited_9ec648ade0a9386e,"[{""description"": ""Applies both significance filters before every covered primary directional denominator and discordant example, or makes no covered claim; any excluded sign reversals are clearly labeled exploratory/non-primary."", ""label"": ""A"", ""points"": 0}, {""description"": ""Applies the MHT significance gate to most covered analyses but has a limited omission or inadequately separates an isolated nonsignificant sign reversal, without materially changing the primary set or interpretation."", ""label"": ""B"", ""points"": -5}, {""description"": ""Materially uses GAHT significance alone or treats nonsignificant MHT estimates as evidentiary in a primary directional denominator or discordant set, thereby changing the claimed population; exploratory reversals are presented as primary."", ""label"": ""C"", ""points"": -10}]","[""pair_8d4f2bfbfe012510""]","When reporting primary same-direction agreement or primary discordant proteins under a definition requiring significant effects in both datasets, filter on both the GAHT and selected-MHT adjusted p-values before comparing signs or labeling proteins primary; label sign reversals failing the MHT gate as exploratory/non-primary and keep them separate.",5,MHT Significance Gating for Primary Directional Claims,9c7a19c61653f6deb49612a0fe5c3049d74056090032dd8efa0acd6d2a172316,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criteria.json
da-15-1--rep-002--solver-luna--full-red-team-trace,da-15-1,2,full-red-team-trace,full,2,elicited_ab0d83d2303df0d6,"[{""description"": ""The artifact either makes no covered adjusted claim, or its displayed design matrix, fitting call, reported dimensions, statistics, and interpretation consistently implement and describe the claimed covariate adjustment."", ""label"": ""A"", ""points"": 0}, {""description"": ""A limited inconsistency exists in the covered adjustment claim, such as an incomplete covariate or unclear linkage between the displayed matrix and results, but the scope of affected claims is explicitly limited and does not materially misrepresent the main reported analysis."", ""label"": ""B"", ""points"": -5}, {""description"": ""The artifact materially claims covariate-adjusted results while the fitted model omits claimed covariates or the reported results demonstrably come from a different design, without recomputation or accurate relabeling and interpretation."", ""label"": ""C"", ""points"": -10}]","[""pair_3be18f02ea4147a5""]","When an artifact reports covariate-adjusted results, verify that its concrete design-matrix construction and fitting call include the claimed covariates, that the reported design dimensions match, and that reported statistics and interpretation come from that same model. Repair mismatches by recomputing results or accurately relabeling them as unadjusted with corresponding interpretation changes, while retaining unrelated supported analyses.",2,Consistency of Claimed Covariate Adjustment with the Fitted Model,b76b6784e0e22dd3b37fce6a086f57f2cf30489200bb5c9d13cae4a9b7889d4a,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criteria.json
da-15-1--rep-002--solver-luna--full-red-team-trace,da-15-1,2,full-red-team-trace,full,2,elicited_3bd0ba0999b50101,"[{""description"": ""No covered claim is made, or the artifact displays the design-matrix rank and a conditioning or singular-value check, verifies estimability of reported coefficients, and accurately documents any justified removal or reparameterization before fitting."", ""label"": ""A"", ""points"": 0}, {""description"": ""The artifact acknowledges a possible redundancy or collinearity and limits its affected claims, but the rank, conditioning, singular-value, or estimability check is incomplete or its consequence for reported coefficients is unclear; no material unsupported coefficient claim is demonstrated."", ""label"": ""B"", ""points"": -5}, {""description"": ""The artifact reports adjusted coefficients or conclusions for a design containing potentially redundant or nearly collinear technical covariates without an adequate rank/conditioning or estimability check, and does not remove, reparameterize, recompute, or accurately limit the affected claims."", ""label"": ""C"", ""points"": -10}]","[""pair_668e7ae27b8c45ae""]","When the fitted design includes technical covariates that may be identical, aliased, or nearly collinear, construct the displayed design matrix and report its rank versus column count plus a conditioning or singular-value diagnostic; verify that the disease and other reported coefficients are estimable, and remove or reparameterize unsupported terms before fitting and reporting results while retaining valid analyses.",2,Identifiability Check for Redundant or Collinear Technical Covariates,b76b6784e0e22dd3b37fce6a086f57f2cf30489200bb5c9d13cae4a9b7889d4a,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criteria.json
