assignment_id,task_id,replicate,condition_id,arm,generation,criterion_id,pair_id,preferred_level,rejected_level,independent_relation,predicted_levels,semantic,required_applications,quoted_application_spans,accepted,rejection_reason,ineligibility,application_source_errors,path
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,2,elicited_810053fe7b28281e,pair_27632c67ee7a4183,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Adds a specific, publicly checkable linkage requirement: reported derived statistics must be visibly recomputed from displayed constructed sets with test parameters shown. The base rubric requires correct methods and reproducibility, but does not explicitly require each reported statistic to be traceably recomputed rather than presented as a detached constant.""}",5,13,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,3,elicited_d7afdb98067ebe63,pair_35e5cd7c68de6952,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""This is decidable from submitted public material and adds a specific audit for named-entity membership: the entity’s ranking value, filter status, and direct inclusion in the exact filtered/intersected set. The active rule checks linkage of reported aggregate statistics to computations, but does not require verification of individual named-membership claims.""}",7,25,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,4,elicited_d65562e4c71f9f68,pair_19ea81a6baf7bd47,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted analysis and references: it checks whether regimen-mechanism or causal claims are supported by displayed measurements or tests. It adds a material evidentiary-calibration requirement beyond the existing biological-interpretation criterion, which asks for a mechanistic comparison but does not specify that overlap alone cannot establish it. It is distinct from the active computation-linkage rule.""}",8,21,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,4,elicited_15088106d2bde283,pair_27632c67ee7a4183,B,C,B/C,,"{""nonredundant"": false, ""observable"": true, ""reason"": ""The condition is publicly decidable, but it duplicates the active claim-to-computation rule: overlap and enrichment are statistics derived from filtered data objects, and that rule already requires visible linkage, displayed parameters, and rejects detached constants. The proposed ID-set and universe wording is only a domain-specific restatement, not a material new condition.""}",8,21,False,semantic_validation_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,5,elicited_1a87ee1b68b1a3bb,pair_35e5cd7c68de6952,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from displayed public sets and named claims. It adds specific coverage for verifying individual protein membership and labeling broader-set examples, which is not entailed by the existing aggregate computation-linkage rule or base overlap requirements.""}",9,25,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,6,elicited_1a87ee1b68b1a3bb,pair_35e5cd7c68de6952,C,C,C/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from displayed public sets and named claims. It adds specific coverage for verifying individual protein membership and labeling broader-set examples, which is not entailed by the existing aggregate computation-linkage rule or base overlap requirements.""}",10,29,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,4,elicited_002afbcef87931cb,pair_6626db67aafe4d01,B,C,B/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The submitted public trace/code and reported memberships make this check decidable without hidden execution or artifacts. It adds the specific condition that executable clustering settings must reproduce the claimed memberships; the base rubric requires documenting clustering settings and outputs but does not explicitly require code-output consistency or disclosure of discrepancies.""}",8,21,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,7,elicited_931edae77a743252,pair_27bbafb9fd2ab412,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted trace and reported correlations/clusters by checking documented score transformations and their propagation. It adds a specific orientation-preservation and consistent sign-change requirement not entailed by the base rubric or the active duplicate-identifier rule.""}",13,58,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0007/criterion-validation.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,8,elicited_653dcf6f5213950e,pair_fe67da779903afc0,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from submitted trace/code and reported memberships, and specifically requires reproducible support for claims about alternative hierarchical-clustering cut thresholds. Existing rules require clustering methodology and settings but do not require recomputation or membership reporting for sensitivity claims.""}",14,23,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0008/criterion-validation.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,5,elicited_2007de7a1fd3e9b0,pair_a4a529d55282930f,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace/code and outputs can establish whether reported HRs and p-values are linked to fitted coefficients and test statistics before filtering/export, including feature-specific substitutions. The base rubric requires analysis and reporting but does not require this provenance or anti-overwrite consistency check.""}",10,27,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,6,elicited_2007de7a1fd3e9b0,pair_a4a529d55282930f,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace/code and outputs can establish whether reported HRs and p-values are linked to fitted coefficients and test statistics before filtering/export, including feature-specific substitutions. The base rubric requires analysis and reporting but does not require this provenance or anti-overwrite consistency check.""}",10,27,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,3,elicited_6cdb3992d7c8801d,pair_11f7220d1e8c0583,B,B,B/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted methods, identifiers, universe, overlap, and statistics. It adds a specific consistency check—every drawn ID must belong to the stated universe and the overlap must use that same eligible draw—that the base rubric's general universe and hypergeometric-parameter requirements do not explicitly entail.""}",7,16,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,4,elicited_9885d9ab48a96771,pair_d386429a9f9f7708,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace and results can establish whether one documented ranked-and-joined population underlies overlap, exclusions, direction comparison, and reported counts. This adds a specific scope-consistency and recomputation check not explicitly required by the base rubric, which defines concordance but does not require population identity across analyses.""}",9,25,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,4,elicited_6cdb3992d7c8801d,pair_11f7220d1e8c0583,B,B,B/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted methods, identifiers, universe, overlap, and statistics. It adds a specific consistency check—every drawn ID must belong to the stated universe and the overlap must use that same eligible draw—that the base rubric's general universe and hypergeometric-parameter requirements do not explicitly entail.""}",9,23,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,5,elicited_6cdb3992d7c8801d,pair_11f7220d1e8c0583,B,B,B/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted methods, identifiers, universe, overlap, and statistics. It adds a specific consistency check—every drawn ID must belong to the stated universe and the overlap must use that same eligible draw—that the base rubric's general universe and hypergeometric-parameter requirements do not explicitly entail.""}",10,27,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,6,elicited_6cdb3992d7c8801d,pair_11f7220d1e8c0583,B,B,B/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted methods, identifiers, universe, overlap, and statistics. It adds a specific consistency check—every drawn ID must belong to the stated universe and the overlap must use that same eligible draw—that the base rubric's general universe and hypergeometric-parameter requirements do not explicitly entail.""}",11,30,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,2,elicited_b5f24eba8f813f86,pair_fe7a30f4d02404cb,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace and results can reveal whether reported leaders actually derive from the declared ranking operation. This adds a specific implementation-to-output consistency check beyond the base requirement that proteins be correctly ranked and reported.""}",4,9,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,4,elicited_9d5820e523959a48,pair_c3b12fc4e11c2926,,B,None/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The submitted public material can be checked for the claimed overlap against the two separately filtered significant-ID sets. This adds a precise completeness, membership, and count condition not explicitly required by the base filtering or biological-overlap criteria, and is distinct from ranking consistency.""}",7,18,False,structural_candidate_ineligible,"[{""artifact_id"": ""artifact_34c838072d8e1686"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_667db1d362da4ce6"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_7bfe3dc2f38a09a2"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_a40efb93669faeaf"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_ab3dbdb97c18f791"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_bf578301b35499ce"", ""reason"": ""application_undecidable""}]",0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,5,elicited_3aadec50a49d594d,pair_18aa3123d7e74b80,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public submitted interpretations can be checked for causal or mechanistic overstatement. Although the base rubric requires acknowledging correlation-versus-causation, this criterion more specifically tests whether mechanistic explanations and phenotype-overlap claims are explicitly qualified as hypotheses rather than merely adding a general limitation statement.""}",8,16,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,6,elicited_04e3945a7b1c6bde,pair_919762e537962dfc,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from submitted documentation, model descriptions, coefficients, and stated claims. It adds a distinct condition: fidelity of longitudinal, within-person, or treatment-period estimands and time structure, which is not explicitly ensured by the broader observational/correlation and causal-qualification rules.""}",9,27,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,6,elicited_10bf1fa1658880ad,pair_c3b12fc4e11c2926,,B,None/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from submitted public material by recomputing the two stated filtered sets and their intersection, conditional on an overlap claim. Existing rules address ranking consistency and causal framing, while the base overlap requirement does not require exact membership validation or count equality; this adds that specific coverage.""}",9,21,False,structural_candidate_ineligible,"[{""artifact_id"": ""artifact_34c838072d8e1686"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_667db1d362da4ce6"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_7bfe3dc2f38a09a2"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_88dfa30d79469e67"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_9cad2a7c3ffe05c7"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_a40efb93669faeaf"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_ab3dbdb97c18f791"", ""reason"": ""application_undecidable""}, {""artifact_id"": ""artifact_bf578301b35499ce"", ""reason"": ""application_undecidable""}]",0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,3,elicited_8d0cbadf79ba45cf,pair_851d4de79a2bb30d,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The condition is decidable from the submitted trace and answer: it checks whether a claimed regimen difference is supported by an adjusted subject-level change contrast and whether unsupported arm-only findings are qualified. The base rubric requires within-arm analyses and overlap/regimen-specific reporting but does not require a direct interaction or distinguish arm-only significance from evidence of between-regimen difference.""}",7,20,True,accepted,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,4,elicited_c17a4d85c53fb82c,pair_c1cb9c5ef1b6582f,A,C,A/C,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The public trace or code can establish the correction family, grouping, and inputs, and the check applies only when adjusted results are reported. It adds the specific condition that the stated scope must match the implemented adjustment inputs; the base rubric requires multiple-testing correction but does not require this explicit scope-consistency check.""}",9,29,False,aggregate_margin_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004/criterion-validation.json
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,5,elicited_9ff0f93c108038e2,pair_ba70b33eb39ab724,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""Public trace/results can show whether the direct-comparison family was defined independently of within-arm screening, whether multiplicity correction covered all eligible contrasts, and whether screened contrasts were labeled exploratory. This adds a distinct selection-bias and family-scope condition beyond the existing rule’s requirement for an adjusted contrast aligned with the claim, while preserving its protection against treating arm-only significance as regimen evidence.""}",10,26,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005/criterion-validation.json
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,6,elicited_9cad83b0ed8ccd49,pair_9d0cff6ddd93b612,A,A,A/A,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""The check is decidable from the submitted artifact and requires no hidden information. It adds coverage beyond the active rule by applying to any claim about between-regimen change differences, requiring a quantitative adjusted contrast and linking conclusions to it; the existing rule is limited to claims based on arm-only significant proteins or regimen-specific programs.""}",11,27,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json
da-15-2--rep-001--solver-luna--full-red-team-trace,da-15-2,1,full-red-team-trace,full,3,elicited_e33f88a8fa7cef10,pair_261ed0d9f71ff6f1,C,B,C/B,,"{""nonredundant"": true, ""observable"": true, ""reason"": ""This is decidable from submitted methods, labels, code, and reported scores: it checks that a claimed fixed-module eigengene association uses the network’s stated representation and is accurately described. Existing inspectability and replication rules do not require representation consistency or correct labeling of this downstream association.""}",7,24,False,criterion_support_failed,[],0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json
