policy,setting,task_id,replicate,generation,criterion_id,title,requirement,accepted,rejection_reason,replaces,citations,supported,tied,reversed,observed_support_pattern,path
candidate,full,da-10-3,2,4,elicited_ccbb7a5a9f89d43a,Consistency Between Analysis Code and Reported Results,"When computational results are claimed, the submitted code, intermediate counts, tables, and conclusions must agree with one another and provide inspectable support for the claimed computation.",False,criterion_support_failed,[],1,0,0,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-10-3,3,3,elicited_452e08d52c6d5525,Consistency Between Reported Method and Executed Analysis,"When the response claims that a methodological safeguard or data transformation was performed, the documented code and reported results must directly support that claim; material discrepancies between the stated procedure and executed implementation must be disclosed.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-10-3,3,4,elicited_a88da48fea57eb3a,Execution-to-report concordance,"When reporting computed results, the artifact must ensure that stated dataset validity, class counts, overlap handling, and summary values agree with the executed code and recorded outputs.",True,accepted,[],2,2,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-10-3,3,4,elicited_b4abaefbf74e268d,Verified integration of auxiliary predictor data,"When predictor scores are obtained from an auxiliary table rather than the primary labeled table, the artifact must establish a reliable identifier-level join before using those scores in evaluation.",False,criterion_support_failed,[],2,0,1,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-10-3,3,5,elicited_edfb180fa970b9f0,Requested benchmark-scope coverage,"When claiming a comprehensive benchmark, the analysis must cover the requested dataset variants and supplied predictor families, or explicitly identify and justify any exclusions and label the resulting analysis as partial or sensitivity-only.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-10-3/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005
candidate,full,da-12-2,1,2,elicited_d1f6609b28018f42,Auditable ORA background construction,"When the analysis claims a specific ORA universe, it must make that universe traceable to the supplied data or an explicitly identified source, with executable code showing its construction and consistent use in pathway-size and p-value calculations.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-001/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-2,1,3,elicited_1ab2ff27d1c0b0e8,Preservation of the requested significance estimand,"When reporting significance for the requested analysis, the submission must apply the question's stated p-value criterion to the requested test rather than silently replacing it with a different multiple-testing estimand or cutoff.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-12-2,2,2,elicited_1033ac2e37dd19b1,Consistency Between Computation and Reported Results,"When claiming quantitative analysis results, the reported statistics and conclusions must be consistent with the submitted executable code and its stated inputs.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-2,2,4,elicited_7169dc8262266500,Coherent Tested-Universe Definition,"When performing enrichment, the contingency table and pathway denominators must consistently use the explicitly declared tested universe; genes outside that universe must not be counted as background members, and any alternative estimand must be clearly distinguished.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-12-2,3,2,elicited_d2732cf1b311476e,Authoritative overlap definition under duplicate rows,"When the input explicitly marks shared membership with overlap flags, the analysis must define the query set from those flags and deduplicate symbols, rather than infer overlap from independently intersecting row-derived lists in a way that lets duplicate records alter membership counts.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-2,3,2,elicited_f7e641cc0917399a,Eligibility-aligned ORA background,"When performing ORA on supplied DEG lists, the background must represent genes eligible to occur in those lists (with pathway membership intersected to that universe), rather than using only the union of pathway annotations, unless the analysis explicitly justifies a different eligible universe from the data.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-2/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-4,1,2,elicited_1d774c54ae6a79c8,"Consistency between analysis specification, computation, and reported results","When reporting computed or statistically derived findings, the artifact must keep the stated predictor scale, transformations, model code, intermediate outputs, and final numerical claims mutually consistent; unsupported analytical changes or conclusions that contradict the documented computation incur a penalty.",False,criterion_support_failed,[],3,1,1,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-001/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-4,1,2,elicited_3bebc575c186961b,Direct evidence for completed numerical analysis,"Claims about fitted models, feature counts, rankings, or statistical results must be supported by inspectable analysis outputs or directly reproducible executed evidence, rather than code snippets and prose claims alone.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-001/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-4,1,3,elicited_45670a6301d5e612,Consistency of Reported Effect Scale with the Executed Analysis,"When reporting a hazard ratio or p-value, the artifact must use the same predictor transformation and effect scale in its code, intermediate outputs, tables, and interpretation; claimed significance and threshold filtering must be based on those reported results.",False,criterion_support_failed,[],3,0,3,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-12-4,1,4,elicited_69317a59dc09a733,"Consistency Between Analysis Code, Effect Scale, and Reported Results","When reporting computed model results, the stated covariate scale, transformations, model inputs, and numerical outputs must agree with one another; claims derived from an external results artifact must not be presented as outputs of code that uses a materially different specification.",False,criterion_support_failed,[],4,1,3,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-001/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-12-4,2,2,elicited_aae8a8cca053b52c,Consistency Between Computation and Reported Statistics,"When claiming computed statistical results, the submitted executable analysis must use transformations, effect-size definitions, and inferential formulas that directly produce the reported values.",True,accepted,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-4,2,3,elicited_d411e6bec21f3f18,Inspectability of Claimed Computations,"When reporting computed statistical results, the submission must provide enough executable code and directly inspectable output in the submitted material to reproduce and verify the claims, rather than relying on an unavailable script, file, or prose assertion.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-12-4,3,2,elicited_ddcf5d64146f40c6,Consistency Between Documented Method and Executed Analysis,"When the response claims that a preprocessing step, model specification, transformation, or reported result was executed, its narrative, code, intermediate counts, and conclusions must be mutually consistent and must not contain a material contradiction that could change the analyzed data or estimates.",True,accepted,[],2,2,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-12-4,3,3,elicited_c4be321e717b4ff4,Inspectability of Claimed Computation and Outputs,"When claiming that an analysis is reproducible or complete, the submission must include the substantive executable operations and directly inspectable generated results needed to verify the claim, rather than relying on an unseen script, file, or output that is not included in the submitted material.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-12-4,3,4,elicited_6a71e5c3ef404bb2,Correct Construction of Survival Risk Sets,"When claiming Cox survival estimates, the submitted implementation and evidence must correctly construct at-risk sets and handle censored observations and tied event times so that the reported hazard ratios and p-values correspond to the stated Cox model.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-12-4/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,1,2,elicited_8de0b3678b8d2545,Regimen-specific claims must be supported by a direct interaction test,"When an analysis claims that a protein's response is specific to, or differs between, CPA and SPIRO, it must base that claim on a direct statistical comparison of subject-level changes (or an equivalent regimen-by-time interaction), rather than on significance in one regimen but not the other or on overlap of within-regimen significant sets.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-13-1,1,3,elicited_cf5221b8f4882e6c,Formal support for regimen-specific claims,"If the submission claims that a protein’s change is specific to, larger under, or caused by one regimen relative to another, it must provide a direct between-regimen comparison of subject-level changes (or an equivalent interaction test) with appropriate multiplicity control, and align the claim with that test’s result.",False,criterion_support_failed,[],3,1,1,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-13-1,1,3,elicited_6ee982d693771b33,Consistency of reported results with supporting computation,"When reporting computed numerical findings, the submission must ensure that the values, directions, counts, and conclusions in the narrative and answer are directly consistent with the displayed analysis code and any public result tables.",False,aggregate_margin_failed,[],1,1,0,0,all_supported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-13-1,1,4,elicited_e3203e95d6a09ac4,Direct evidence for regimen-specific differences,"When claiming that protein changes differ between regimens, base the claim on a direct comparison of subject-level changes (or an equivalent regimen-by-time interaction) with multiplicity correction; do not infer differences from separate within-regimen significance or significant-set membership alone.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,1,4,elicited_51757148ef98e695,Consistency of reported quantitative results with supporting evidence,"When reporting computed numerical findings, keep reported effect sizes, directions, p-values, adjusted values, counts, and conclusions consistent with the publicly shown computation or result tables.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-001/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,2,3,elicited_2b200dd81e27bc7b,Directly substantiate regimen-specific claims,"When asserting that protein changes differ between regimens, directly compare participant-level paired changes (or fit an equivalent regimen-by-time interaction), apply multiplicity correction across proteins, and distinguish a nonsignificant difference from evidence of equivalence; significance in one regimen but not the other or set overlap alone is insufficient.",False,criterion_support_failed,[],1,0,0,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-13-1,2,4,elicited_2d4dceb6d7871fdb,Evidence-supported regimen interaction claims,"When claiming that protein changes differ between regimens, the analysis must provide a directly inspectable, reproducible between-regimen comparison with the tested proteins, effect estimates, p-values, and multiplicity-adjusted results; within-regimen significance or significance-set membership alone does not establish an interaction.",False,criterion_support_failed,[],2,1,0,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,2,4,elicited_7431a4f0889aaaab,Internal consistency of reported quantitative summaries,"Quantitative summaries and rankings must agree with the documented computation and with other reported counts, directions, and examples throughout the submission.",False,criterion_support_failed,[],3,2,0,1,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,3,2,elicited_3212ecc0c9a26539,Conflict-aware timepoint assignment,"When sample metadata and identifier-encoded timepoints disagree, the analysis must explicitly detect, adjudicate, and quantify the discrepancy rather than silently prioritizing one field; the chosen rule must be applied consistently to pairing and results.",False,criterion_support_failed,[],2,0,0,2,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-13-1,3,2,elicited_db7dfb544c6c635a,Complete application of available QC fields,"When multiple assay- and sample-level QC fields are supplied and used to define the cohort, claimed QC-filtered results must be based on all relevant stated QC requirements, with directly inspectable counts before and after each applicable filter.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-13-1,3,3,elicited_fa6438540dad391a,Claim-to-code reproducibility consistency,"When claiming computed results, the submitted analysis must provide code whose inputs, variables, filters, and outputs are defined consistently with the reported computation, so the claimed result can be directly reproduced from the submitted material.",False,criterion_support_failed,[],2,1,1,0,mixed_supported_unsupported,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-13-1,3,4,elicited_bd92089ceac6d113,Direct regimen-by-time contrast,"When claiming that changes differ (or do not differ) between CPA and SPIRO, directly compare participant-level paired changes with a stated statistical test and multiplicity correction; do not infer regimen specificity from one arm being significant while the other is not.",False,criterion_support_failed,[],3,0,2,1,reversed_present_no_support,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-1,3,4,elicited_5e67114d0e72d766,Evidence for claimed generated results,"When claiming that a complete result table or other computed output was generated, provide the output itself or direct, inspectable execution evidence that produces it from the supplied data and code.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-3,1,2,elicited_4792c3dc8fbc6123,Consistency of Derived Quantitative Summaries,"When reporting counts or other summaries derived from filtered associations, ensure they are arithmetically consistent with the reported endpoint totals, effect directions, and supporting results.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-13-3,1,3,elicited_906cf1d791ab1224,Internal consistency of reported computations,"When reporting computed counts, directions, rankings, or other quantitative findings, the artifact must keep those claims consistent with its shown code, intermediate results, and final answer.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/full-red-team-trace/rubric-generations/generation-0003
candidate,full,da-13-3,1,4,elicited_11f9440971bca8d0,Consistency between claimed results and supporting analysis,"When the submission claims computed results, its narrative, reported outputs, and reproducibility code must agree on the same data interpretation, counts, rankings, and values.",False,criterion_support_failed,[],2,0,2,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-001/luna/full-red-team-trace/rubric-generations/generation-0004
candidate,full,da-13-3,2,2,elicited_d2ba7555a5f351c0,Consistency of Reported Derived Results,"When making claim-conditional numerical summaries, reported counts and classifications must agree with the submitted computation and with each other.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002
candidate,full,da-13-3,2,3,elicited_67087566361c2809,Consistency of reported quantitative summaries,"When reporting aggregate counts or direction totals, ensure they are internally consistent with the stated filtering rule, effect estimates, and other reported results.",False,criterion_support_failed,[],1,0,1,0,ties_only,/data/user_data/aydanh/rubric_gen/runs/trace-repair-result20-20260909/candidate/study/biomnibench-da-factorial-r10-e2a0eda2a680/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003
