task_id,replicate,arm,condition,condition_id,assignment_id,artifact_id,initial_submission_sha256,model,S,D,H,S_minus_D,D_minus_H,S_minus_H
da-17-1,2,Full,Static,full-static,da-17-1--rep-002--solver-luna--full-static,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-17-1,2,Full,Static,full-static,da-17-1--rep-002--solver-luna--full-static,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gpt-5.6-sol,95.0,85.0,98.33333333333333,10.0,-13.333333333333329,-3.3333333333333286
da-17-1,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-1,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gpt-5.6-sol,81.0,81.0,75.66666666666667,0.0,5.333333333333329,5.333333333333329
da-17-1,2,User,Static,user-simulator-static,da-17-1--rep-002--solver-luna--user-simulator-static,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gemini-3.8-flash,90.0,90.0,93.33333333333333,0.0,-3.3333333333333286,-3.3333333333333286
da-17-1,2,User,Static,user-simulator-static,da-17-1--rep-002--solver-luna--user-simulator-static,da-17-1--rep-002,c18b5fb1f06017d423bdb0e846f6c0aa380be15a5d2b59825a95b97933b6d655,gpt-5.6-sol,90.0,90.0,90.0,0.0,0.0,0.0
da-17-1,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gemini-3.8-flash,90.0,90.0,93.33333333333333,0.0,-3.3333333333333286,-3.3333333333333286
da-17-1,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gpt-5.6-sol,82.0,77.0,78.66666666666667,5.0,-1.6666666666666714,3.3333333333333286
da-17-1,3,Full,Static,full-static,da-17-1--rep-003--solver-luna--full-static,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-17-1,3,Full,Static,full-static,da-17-1--rep-003--solver-luna--full-static,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gpt-5.6-sol,84.0,84.0,84.0,0.0,0.0,0.0
da-17-1,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gemini-3.8-flash,100.0,100.0,93.33333333333333,0.0,6.666666666666671,6.666666666666671
da-17-1,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gpt-5.6-sol,81.0,81.0,81.0,0.0,0.0,0.0
da-17-1,3,User,Static,user-simulator-static,da-17-1--rep-003--solver-luna--user-simulator-static,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gemini-3.8-flash,82.0,82.0,82.0,0.0,0.0,0.0
da-17-1,3,User,Static,user-simulator-static,da-17-1--rep-003--solver-luna--user-simulator-static,da-17-1--rep-003,75e9a1196d77215c4c97eb668131739ec5c76d0135c82fd2fff693ae81d382e5,gpt-5.6-sol,73.0,73.0,73.0,0.0,0.0,0.0
da-17-5,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gemini-3.8-flash,100.0,90.0,93.33333333333333,10.0,-3.3333333333333286,6.666666666666671
da-17-5,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gpt-5.6-sol,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,1,Full,Static,full-static,da-17-5--rep-001--solver-luna--full-static,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gemini-3.8-flash,79.0,87.0,83.66666666666667,-8.0,3.3333333333333286,-4.666666666666671
da-17-5,1,Full,Static,full-static,da-17-5--rep-001--solver-luna--full-static,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gpt-5.6-sol,69.0,83.0,73.66666666666667,-14.0,9.333333333333329,-4.666666666666671
da-17-5,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gpt-5.6-sol,90.0,90.0,87.33333333333333,0.0,2.6666666666666714,2.6666666666666714
da-17-5,1,User,Static,user-simulator-static,da-17-5--rep-001--solver-luna--user-simulator-static,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,1,User,Static,user-simulator-static,da-17-5--rep-001--solver-luna--user-simulator-static,da-17-5--rep-001,6fd9cf0814ce9b2e53274edfc83e64e9f7f2683eb8909c5180393a5c5857344e,gpt-5.6-sol,81.0,60.0,72.33333333333333,21.0,-12.333333333333329,8.666666666666671
da-17-5,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gpt-5.6-sol,90.0,82.0,90.0,8.0,-8.0,0.0
da-17-5,2,Full,Static,full-static,da-17-5--rep-002--solver-luna--full-static,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gemini-3.8-flash,90.0,100.0,90.0,-10.0,10.0,0.0
da-17-5,2,Full,Static,full-static,da-17-5--rep-002--solver-luna--full-static,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gpt-5.6-sol,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gemini-3.8-flash,83.0,77.0,83.0,6.0,-6.0,0.0
da-17-5,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gpt-5.6-sol,75.0,75.0,67.66666666666667,0.0,7.333333333333329,7.333333333333329
da-17-5,2,User,Static,user-simulator-static,da-17-5--rep-002--solver-luna--user-simulator-static,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,2,User,Static,user-simulator-static,da-17-5--rep-002--solver-luna--user-simulator-static,da-17-5--rep-002,4eeb59cd6397fc912888a0d0ca2c1b1b5d9b008f1b82f2d0eef0eb130b6f98b7,gpt-5.6-sol,90.0,90.0,80.0,0.0,10.0,10.0
da-17-5,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gpt-5.6-sol,82.0,82.0,82.0,0.0,0.0,0.0
da-17-5,3,Full,Static,full-static,da-17-5--rep-003--solver-luna--full-static,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-17-5,3,Full,Static,full-static,da-17-5--rep-003--solver-luna--full-static,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gpt-5.6-sol,82.0,100.0,84.33333333333333,-18.0,15.666666666666671,-2.3333333333333286
da-17-5,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gemini-3.8-flash,90.0,90.0,90.0,0.0,0.0,0.0
da-17-5,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gpt-5.6-sol,82.0,74.0,74.0,8.0,0.0,8.0
da-17-5,3,User,Static,user-simulator-static,da-17-5--rep-003--solver-luna--user-simulator-static,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-17-5,3,User,Static,user-simulator-static,da-17-5--rep-003--solver-luna--user-simulator-static,da-17-5--rep-003,2489e5ff53145ddcd4e05c088183921a9cdc4e8e3cb24e7f9cd0b7b7b06437c3,gpt-5.6-sol,100.0,100.0,90.66666666666667,0.0,9.333333333333329,9.333333333333329
da-20-4,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gemini-3.8-flash,10.0,10.0,10.0,0.0,0.0,0.0
da-20-4,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gpt-5.6-sol,10.0,10.0,10.0,0.0,0.0,0.0
da-20-4,1,Full,Static,full-static,da-20-4--rep-001--solver-luna--full-static,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-20-4,1,Full,Static,full-static,da-20-4--rep-001--solver-luna--full-static,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gpt-5.6-sol,80.0,80.0,76.66666666666667,0.0,3.3333333333333286,3.3333333333333286
da-20-4,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gemini-3.8-flash,10.0,5.0,8.333333333333334,5.0,-3.333333333333334,1.666666666666666
da-20-4,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gpt-5.6-sol,0.0,0.0,3.3333333333333335,0.0,-3.3333333333333335,-3.3333333333333335
da-20-4,1,User,Static,user-simulator-static,da-20-4--rep-001--solver-luna--user-simulator-static,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gemini-3.8-flash,45.0,25.0,33.333333333333336,20.0,-8.333333333333336,11.666666666666664
da-20-4,1,User,Static,user-simulator-static,da-20-4--rep-001--solver-luna--user-simulator-static,da-20-4--rep-001,a59cb4449436be572741e57207c0b8349d4af3cec4b7a11624e5232452656a1b,gpt-5.6-sol,25.0,30.0,31.666666666666668,-5.0,-1.6666666666666679,-6.666666666666668
da-20-4,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gemini-3.8-flash,5.0,5.0,10.0,0.0,-5.0,-5.0
da-20-4,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gpt-5.6-sol,10.0,10.0,8.333333333333334,0.0,1.666666666666666,1.666666666666666
da-20-4,2,Full,Static,full-static,da-20-4--rep-002--solver-luna--full-static,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-20-4,2,Full,Static,full-static,da-20-4--rep-002--solver-luna--full-static,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gpt-5.6-sol,100.0,100.0,96.66666666666667,0.0,3.3333333333333286,3.3333333333333286
da-20-4,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gemini-3.8-flash,10.0,5.0,8.333333333333334,5.0,-3.333333333333334,1.666666666666666
da-20-4,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gpt-5.6-sol,10.0,5.0,5.0,5.0,0.0,5.0
da-20-4,2,User,Static,user-simulator-static,da-20-4--rep-002--solver-luna--user-simulator-static,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gemini-3.8-flash,0.0,0.0,1.6666666666666667,0.0,-1.6666666666666667,-1.6666666666666667
da-20-4,2,User,Static,user-simulator-static,da-20-4--rep-002--solver-luna--user-simulator-static,da-20-4--rep-002,93e7a748c785a09b6468dee524aafb1c6a3a772cad5c82b0a7a40cf92c8c88cd,gpt-5.6-sol,0.0,0.0,0.0,0.0,0.0,0.0
da-20-4,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gemini-3.8-flash,10.0,5.0,10.0,5.0,-5.0,0.0
da-20-4,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gpt-5.6-sol,10.0,5.0,5.0,5.0,0.0,5.0
da-20-4,3,Full,Static,full-static,da-20-4--rep-003--solver-luna--full-static,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-20-4,3,Full,Static,full-static,da-20-4--rep-003--solver-luna--full-static,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gpt-5.6-sol,95.0,95.0,95.0,0.0,0.0,0.0
da-20-4,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gemini-3.8-flash,20.0,20.0,20.0,0.0,0.0,0.0
da-20-4,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gpt-5.6-sol,15.0,15.0,15.0,0.0,0.0,0.0
da-20-4,3,User,Static,user-simulator-static,da-20-4--rep-003--solver-luna--user-simulator-static,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gemini-3.8-flash,20.0,35.0,35.0,-15.0,0.0,-15.0
da-20-4,3,User,Static,user-simulator-static,da-20-4--rep-003--solver-luna--user-simulator-static,da-20-4--rep-003,7a46c3791f7cda1ba6ce754b2c0b78db4e5cb43c70dbfd46f182b464ea81ec96,gpt-5.6-sol,15.0,15.0,16.666666666666668,0.0,-1.6666666666666679,-1.6666666666666679
da-26-2,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gemini-3.8-flash,76.0,76.0,76.0,0.0,0.0,0.0
da-26-2,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gpt-5.6-sol,76.0,76.0,76.0,0.0,0.0,0.0
da-26-2,1,Full,Static,full-static,da-26-2--rep-001--solver-luna--full-static,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-26-2,1,Full,Static,full-static,da-26-2--rep-001--solver-luna--full-static,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gpt-5.6-sol,59.0,65.0,60.666666666666664,-6.0,4.333333333333336,-1.6666666666666643
da-26-2,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gemini-3.8-flash,71.0,71.0,71.0,0.0,0.0,0.0
da-26-2,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gpt-5.6-sol,57.0,49.0,56.333333333333336,8.0,-7.333333333333336,0.6666666666666643
da-26-2,1,User,Static,user-simulator-static,da-26-2--rep-001--solver-luna--user-simulator-static,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gemini-3.8-flash,71.0,71.0,71.0,0.0,0.0,0.0
da-26-2,1,User,Static,user-simulator-static,da-26-2--rep-001--solver-luna--user-simulator-static,da-26-2--rep-001,2a8b04e8c8b437605e2cd228425284166426486a42f851f4703c1abb58a9b77f,gpt-5.6-sol,71.0,71.0,71.0,0.0,0.0,0.0
da-26-2,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-26-2,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gpt-5.6-sol,59.0,64.0,64.0,-5.0,0.0,-5.0
da-26-2,2,Full,Static,full-static,da-26-2--rep-002--solver-luna--full-static,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gemini-3.8-flash,100.0,100.0,100.0,0.0,0.0,0.0
da-26-2,2,Full,Static,full-static,da-26-2--rep-002--solver-luna--full-static,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gpt-5.6-sol,72.0,78.0,67.0,-6.0,11.0,5.0
da-26-2,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gemini-3.8-flash,71.0,71.0,74.33333333333333,0.0,-3.3333333333333286,-3.3333333333333286
da-26-2,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gpt-5.6-sol,71.0,71.0,71.0,0.0,0.0,0.0
da-26-2,2,User,Static,user-simulator-static,da-26-2--rep-002--solver-luna--user-simulator-static,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gemini-3.8-flash,71.0,71.0,71.0,0.0,0.0,0.0
da-26-2,2,User,Static,user-simulator-static,da-26-2--rep-002--solver-luna--user-simulator-static,da-26-2--rep-002,58874b5fe68471f4ecced1cee4e5de3ce39aaee5be34a1ad4bfa6218ed542d26,gpt-5.6-sol,71.0,71.0,63.666666666666664,0.0,7.333333333333336,7.333333333333336
