judgment_key,task_id,replicate,condition_id,model,provider,response_id,usage_available,input_tokens,output_tokens,cached_input_tokens,cache_write_input_tokens,usage_based_usd,worker_elapsed_seconds,reused_before_dispatch,usage_path
c9cd955dbe2012940b99492e9e9ee21e,da-26-4,3,user-simulator-static,gemini-3.8-flash,google,5-Gwar31GO7YjMcP38H10Qo,False,,,,,,5.187673078005901,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/static/artifacts/c9cd955dbe2012940b99492e9e9ee21e/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/424c846e29aea8e7982df85c781f3543/usage.json
100889a643f114460102c588996e1791,da-26-4,3,user-simulator-static,gpt-5.6-sol,openai,resp_027404891b128eac016ab0e1e8077487d1a48933884888475d,True,10034,368,0,10031,0.07374875,9.040232434985228,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/static/artifacts/100889a643f114460102c588996e1791/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/8a86a8066693b35d00e8e591cb5b014f/usage.json
20d1228b4db89da9b5eb7ba8636683f4,da-26-4,1,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-GwauDBMvDRjMcP3tXj8Qo,False,,,,,,2.57741846999852,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/20d1228b4db89da9b5eb7ba8636683f4/evaluations/s004/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/cc91fc4071c450118ca14fbceabe09c9/usage.json
4b02c6b94b5e882f4e96223fdb11ea42,da-26-4,1,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0bd2a0a4fbe7ccda016ab0e1efc6a087d18305442e9b90ea61,True,6226,325,0,6223,0.04865875,5.86380473600002,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/4b02c6b94b5e882f4e96223fdb11ea42/evaluations/s004/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/d07d1b97e0f69e43dee1c522dca14edc/usage.json
18f36205a53d9769dbe229272ac5ee25,da-26-4,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-GwavbrMdij_PUPuqXL8Qw,False,,,,,,2.896130578010343,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/18f36205a53d9769dbe229272ac5ee25/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/8171b8bfda73eb3ac4b1f8c80a853388/usage.json
3d7a853c25c7d2f4c361ef8c528f230e,da-26-4,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_048662f7d5c797c4016ab0e1efc79c87d19b4d977e99879d78,True,5880,320,0,5877,0.04634625,4.833031062997179,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/3d7a853c25c7d2f4c361ef8c528f230e/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/0dc53244de8600d4c96426322cd5c2b0/usage.json
9d72a2dd0e58d60f4a30d8023c9bfaab,da-26-4,2,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-GwaqT8Mp_QjMcPs_2D2Q4,False,,,,,,3.0770431959826965,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/9d72a2dd0e58d60f4a30d8023c9bfaab/evaluations/s006/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/773bf2a6e78f3e5e917398960ac8247b/usage.json
363bb3b4f751399cfa9f194d6cebe634,da-26-4,2,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_068713167d52f8eb016ab0e1efc55087d1820212ec268f6bf3,True,5030,340,0,5027,0.04163375,5.8594230900052935,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/363bb3b4f751399cfa9f194d6cebe634/evaluations/s006/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/c0a0cad9619b69fd16ea54972d37d133/usage.json
34de392b0a12fb3a1cb24bda1c24f4c0,da-26-4,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-Gwap_aOMC-_PUPis3HwQs,False,,,,,,3.0557101700105704,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/34de392b0a12fb3a1cb24bda1c24f4c0/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/06aafc7a584576ad6a3640acb8a30ef8/usage.json
50fbe4cbd9955cedb272f79244952e55,da-26-4,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0d3c3caf67c03084016ab0e1efc83c87d1ad7498af111eeb06,True,7379,360,0,7376,0.056915,6.52017687499756,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/50fbe4cbd9955cedb272f79244952e55/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/98ab947d2bdbfc138f04e70f7c853117/usage.json
0d838be081798019c073ceed66a40fc0,da-26-4,3,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-GwapjnMf2r_PUPj4XyyQs,False,,,,,,3.583026845997665,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/0d838be081798019c073ceed66a40fc0/evaluations/s004/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/11667be581520ef6ca8b932489555339/usage.json
c10dc1e42caaa21a538a97543f91215b,da-26-4,3,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_04312f3b11e3476a016ab0e1efca4c87d1a659a444d7453415,True,5069,345,0,5066,0.0420275,5.6953269410005305,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/c10dc1e42caaa21a538a97543f91215b/evaluations/s004/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/8751a9062ed9f056447d1e233946e05a/usage.json
1443b236af6e4db2f56668dd596cebb4,da-26-4,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,7-Gwau7pMq_njMcPvL-6yA0,False,,,,,,3.429524963023141,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/1443b236af6e4db2f56668dd596cebb4/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/9d4efe4441570abbfe11d94c74dac7c6/usage.json
24700abba1e7d4d6d75ff5395d1418bd,da-26-4,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0ab568e34c432da6016ab0e1efc5c887d1a15e30c02b77e52a,True,4226,307,0,4223,0.03561875,4.932203147007385,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-4/trace/artifacts/24700abba1e7d4d6d75ff5395d1418bd/evaluations/s010/5f992aa98a15df09dce510a2a391bc010309274c4ab6085e227c2399c3a4d804/efd8343f7a91fa8cbc87a15dd4b0c182/usage.json
a512e5bef420ea0a5f2675f813ddb35b,da-26-2,1,full-static,gemini-3.8-flash,google,9uGwarmBHKGu1MkPzeDxuA4,False,,,,,,2.744126620993484,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/a512e5bef420ea0a5f2675f813ddb35b/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/79bfa7aa6db56e5e8071ff71f4583def/usage.json
1257367c2c540d681f9ca01e04755ab6,da-26-2,1,full-static,gpt-5.6-sol,openai,resp_029896d9b76c76a4016ab0e1f662dc87d1ba5f24598cfb59d7,True,5684,378,0,5681,0.04686125,7.3091874870005995,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/1257367c2c540d681f9ca01e04755ab6/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/07ed6125dffe9cbe8a536352ee69cde4/usage.json
8fc4381a798a821af11aa7ebdd5b78ab,da-26-2,1,user-simulator-static,gemini-3.8-flash,google,9uGwasWbG42y_PUPhrrK-Aw,False,,,,,,2.6016600579896476,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/8fc4381a798a821af11aa7ebdd5b78ab/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/63287a0b2e70337dc3f7ea2a955e9105/usage.json
511401f496e177478553d72abab23c65,da-26-2,1,user-simulator-static,gpt-5.6-sol,openai,resp_0c8411c41549846c016ab0e1f6603087d1935f64d049ed39bb,True,7966,334,0,7963,0.05980375,6.230359842011239,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/511401f496e177478553d72abab23c65/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/8fb83bafafd56f7171b546a0e8a61712/usage.json
d011c4b923b041a3bfc048800c43d2a1,da-26-2,2,full-static,gemini-3.8-flash,google,9uGwavn9GtTG_PUPoPvawAs,False,,,,,,2.7768280309974216,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/d011c4b923b041a3bfc048800c43d2a1/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/f55cc07477c1c66b1e86f1d36ec94667/usage.json
04e44ef232483176555738469d0ccc18,da-26-2,2,full-static,gpt-5.6-sol,openai,resp_0b3f0e8529c83d9c016ab0e1f65f1887d1ae0fc455bba4f839,True,3830,327,0,3827,0.03374375,6.014191321010003,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/04e44ef232483176555738469d0ccc18/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/431ac44ec0fa4c2848157c669256582e/usage.json
65adc721389054eee6d703f3d8ce29c6,da-26-2,2,user-simulator-static,gemini-3.8-flash,google,9uGwavm6G8jI-sAPmK-_wA4,False,,,,,,5.318897546996595,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/65adc721389054eee6d703f3d8ce29c6/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/9d9ad5c07e16419e4286ce1340f4c8fe/usage.json
3c94a8f375c76d9a91f36fec8cfde103,da-26-2,2,user-simulator-static,gpt-5.6-sol,openai,resp_0a8f790343e7e22b016ab0e1f6635887d18484dd8d58c70f3f,True,6657,332,0,6654,0.0515625,6.3761318899923936,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/3c94a8f375c76d9a91f36fec8cfde103/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/b61a18bcfc80c1d18e6ea2341b8229fd/usage.json
adf0b3e47ef36adbecd0f07693c1a108,da-26-2,3,full-static,gemini-3.8-flash,google,9uGwavH2GuvQjMcPnOLRWA,False,,,,,,3.324803541006986,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/adf0b3e47ef36adbecd0f07693c1a108/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/eeb9dbdcd24a3ee67098a30846066538/usage.json
fa0918cc480df3f56c1f2ab2fe1d151a,da-26-2,3,full-static,gpt-5.6-sol,openai,resp_066e3b0aa88bbf5f016ab0e1f667dc87d1afced63815a17469,True,4680,408,0,4677,0.04148625,7.301611216011224,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/fa0918cc480df3f56c1f2ab2fe1d151a/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/d972b1b8309ca0c6e0b0a90e4bc4499f/usage.json
c844bbe4210ad63cb329eb077053d45b,da-26-2,3,user-simulator-static,gemini-3.8-flash,google,9uGwarWzGq3C_PUP7LP14Qw,False,,,,,,2.7134465150011238,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/c844bbe4210ad63cb329eb077053d45b/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/88aed1615cb55e1b680f0d9d83c1cb4c/usage.json
e3546097b80a6c960010e83e575bafb0,da-26-2,3,user-simulator-static,gpt-5.6-sol,openai,resp_07ed3f456b7ccd5c016ab0e1f665c887d199504b3fb99a59f4,True,8023,356,0,8020,0.06082,6.596968414989533,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/static/artifacts/e3546097b80a6c960010e83e575bafb0/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/9ef49c92a11ba0362ed6dede8c1c9fc3/usage.json
9714cc14fe5b3074ab1188fd7bd51165,da-26-2,1,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwat6nMcTT_uMPtoLDqAw,False,,,,,,2.8231255169957876,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/9714cc14fe5b3074ab1188fd7bd51165/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/85469fca9447fb34f49a313cc3fe6f4d/usage.json
39876b621e0ddbd0e17e72598d52b875,da-26-2,1,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_00e1506e06a4a027016ab0e1fdb4a087d1a8bbf351b7761fe6,True,4859,357,0,4856,0.041075,6.236799535021419,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/39876b621e0ddbd0e17e72598d52b875/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/9a2d2bf980b48dc47e8ab8691ad6a525/usage.json
1c0e1fd9d364dd2d530e2881075eb90b,da-26-2,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwapLlL8jI-sAPmK-_wA4,False,,,,,,3.0842586170183495,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/1c0e1fd9d364dd2d530e2881075eb90b/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/96508725709bcdefcb509fbdecad7226/usage.json
4a197a93dc0b78dc03c74c22320f85bf,da-26-2,1,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_08808cd36f0c5a01016ab0e1fdc33c87d1ba23b9fc1909a44a,True,6229,374,0,6226,0.0501475,7.462802668014774,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/4a197a93dc0b78dc03c74c22320f85bf/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/61481ad65403e6647eee99aafd8c1054/usage.json
16a176ae50650bbe12831714b56ff0a6,da-26-2,2,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwar37MeKwsOIPmZ7LoQE,False,,,,,,3.0337718310183845,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/16a176ae50650bbe12831714b56ff0a6/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/3701863867f0c12fc133ffc5c41571de/usage.json
b64b5b9fe6982916fae3077364289a54,da-26-2,2,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0801ca403d2ccd64016ab0e1fdd31887d19c4c847ad3aa7f22,True,4202,407,0,4199,0.03846875,7.7665167239902075,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/b64b5b9fe6982916fae3077364289a54/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/7915dcd98fad350e432095322fc937aa/usage.json
b96cb982d75f34a8293d6546ce6d148d,da-26-2,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwaoulMZ3e-sAP0o28kQE,False,,,,,,2.9996027059969492,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/b96cb982d75f34a8293d6546ce6d148d/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/86c619797217a61915c3985af9b9b443/usage.json
13f68e6a940587f796f08982a0a30866,da-26-2,2,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_00f15ad154b11a91016ab0e1fdc1d087d182c2cbc7ae3c2d2f,True,5323,369,0,5320,0.044335,6.516864553006599,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/13f68e6a940587f796f08982a0a30866/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/bb771a41a5fd4999f0d89e8e12ade63a/usage.json
ff57462ac2ce9948d483d803a18b63bd,da-26-2,3,full-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwarSuNNno-8YPjvCb2QE,False,,,,,,2.4711332059814595,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/ff57462ac2ce9948d483d803a18b63bd/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/f62be2e46f1b1dbf79895d24844a40aa/usage.json
23dc97bebf6b83b8748fc736ffcb85a5,da-26-2,3,full-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_0cca4d1c9b1a5dd4016ab0e1fdba9487d1b6f1eced36c80d3c,True,5342,428,0,5339,0.04622375,8.047452441998757,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/23dc97bebf6b83b8748fc736ffcb85a5/evaluations/s004/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/da9b3f430a0ab942fa2f6b0488b511af/usage.json
ffb8e08a6e3ba58fd14e8fe9ead474b4,da-26-2,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gemini-3.8-flash,google,_eGwarDSMcGmjMcPpqy74AI,False,,,,,,5.228808611980639,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/ffb8e08a6e3ba58fd14e8fe9ead474b4/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/d1a16944cd6cc8334bd8ff252d87479c/usage.json
1720f3ea83be1309a44b88b103461f77,da-26-2,3,user-simulator-red-team-trace-execution-verified-proactive-provenance,gpt-5.6-sol,openai,resp_03c47cdd9f17fa46016ab0e1fdb6f087d1982c73be252f63c4,True,7108,371,0,7105,0.05555125,6.195858363993466,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-26-2/trace/artifacts/1720f3ea83be1309a44b88b103461f77/evaluations/s010/54e478810d370a9453c0f17729b645ef32c74fa51e88958853208f7ab27f46c4/70bfdaad5fc1b56c9f5cc89ac7fd1952/usage.json
85b867590b0f01d219b07b0df74bfb12,da-17-1,1,full-static,gemini-3.8-flash,google,BeKwatqTOtWJ-sAPx5aJoQc,False,,,,,,3.572748970007524,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/85b867590b0f01d219b07b0df74bfb12/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/39b49ba405bd3c6ec75aa8ecabbd8596/usage.json
7554a6c2ddce14ac93c28dd9c88eab53,da-17-1,1,full-static,gpt-5.6-sol,openai,resp_0d8112685011f69d016ab0e205de1087d182837a2377948170,True,5672,275,0,5669,0.04369625,5.901690281985793,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/7554a6c2ddce14ac93c28dd9c88eab53/evaluations/s004/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/9f2983564760a57fae8311aa4c94e94f/usage.json
3f4b28b3009d9d12a72680ea748c3088,da-17-1,1,user-simulator-static,gemini-3.8-flash,google,BeKwaviCOpi839IPiYPf6A0,False,,,,,,5.619035598007031,False,/data/user_data/aydanh/rubric_gen/runs/rtt-result40-development-score-pilot-20260921/scores/da-17-1/static/artifacts/3f4b28b3009d9d12a72680ea748c3088/evaluations/s009/3471bb79c5c65c5a6cd9d53ddbe3784f767c7802431c6541f3f6c21857281445/1512c723a17a59edf86ca05e52eafdc9/usage.json
