task_id,replicate,arm,condition,condition_id,assignment_id,artifact_id,panel,S,D,H,S_minus_D,D_minus_H,S_minus_H,S_gemini,D_gemini,H_gemini,S_sol,D_sol,H_sol
da-17-1,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-1--rep-003,equal-weight-sol-gemini,90.5,90.5,87.16666666666666,0.0,3.3333333333333357,3.3333333333333357,100.0,100.0,93.33333333333333,81.0,81.0,81.0
da-17-1,3,User,Static,user-simulator-static,da-17-1--rep-003--solver-luna--user-simulator-static,da-17-1--rep-003,equal-weight-sol-gemini,77.5,77.5,77.5,0.0,0.0,0.0,82.0,82.0,82.0,73.0,73.0,73.0
da-17-5,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,equal-weight-sol-gemini,95.0,90.0,91.66666666666666,5.0,-1.6666666666666643,3.3333333333333357,100.0,90.0,93.33333333333333,90.0,90.0,90.0
da-17-5,1,Full,Static,full-static,da-17-5--rep-001--solver-luna--full-static,da-17-5--rep-001,equal-weight-sol-gemini,74.0,85.0,78.66666666666667,-11.0,6.333333333333329,-4.666666666666671,79.0,87.0,83.66666666666667,69.0,83.0,73.66666666666667
da-17-5,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-001,equal-weight-sol-gemini,90.0,90.0,88.66666666666666,0.0,1.3333333333333357,1.3333333333333357,90.0,90.0,90.0,90.0,90.0,87.33333333333333
da-17-5,1,User,Static,user-simulator-static,da-17-5--rep-001--solver-luna--user-simulator-static,da-17-5--rep-001,equal-weight-sol-gemini,85.5,75.0,81.16666666666666,10.5,-6.166666666666664,4.333333333333336,90.0,90.0,90.0,81.0,60.0,72.33333333333333
da-17-5,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,equal-weight-sol-gemini,90.0,86.0,90.0,4.0,-4.0,0.0,90.0,90.0,90.0,90.0,82.0,90.0
da-17-5,2,Full,Static,full-static,da-17-5--rep-002--solver-luna--full-static,da-17-5--rep-002,equal-weight-sol-gemini,90.0,95.0,90.0,-5.0,5.0,0.0,90.0,100.0,90.0,90.0,90.0,90.0
da-17-5,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-002,equal-weight-sol-gemini,79.0,76.0,75.33333333333334,3.0,0.6666666666666643,3.6666666666666643,83.0,77.0,83.0,75.0,75.0,67.66666666666667
da-17-5,2,User,Static,user-simulator-static,da-17-5--rep-002--solver-luna--user-simulator-static,da-17-5--rep-002,equal-weight-sol-gemini,90.0,90.0,85.0,0.0,5.0,5.0,90.0,90.0,90.0,90.0,90.0,80.0
da-17-5,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,equal-weight-sol-gemini,86.0,86.0,86.0,0.0,0.0,0.0,90.0,90.0,90.0,82.0,82.0,82.0
da-17-5,3,Full,Static,full-static,da-17-5--rep-003--solver-luna--full-static,da-17-5--rep-003,equal-weight-sol-gemini,91.0,100.0,92.16666666666666,-9.0,7.833333333333336,-1.1666666666666643,100.0,100.0,100.0,82.0,100.0,84.33333333333333
da-17-5,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-17-5--rep-003,equal-weight-sol-gemini,86.0,82.0,82.0,4.0,0.0,4.0,90.0,90.0,90.0,82.0,74.0,74.0
da-17-5,3,User,Static,user-simulator-static,da-17-5--rep-003--solver-luna--user-simulator-static,da-17-5--rep-003,equal-weight-sol-gemini,100.0,100.0,95.33333333333334,0.0,4.666666666666664,4.666666666666664,100.0,100.0,100.0,100.0,100.0,90.66666666666667
da-20-4,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,equal-weight-sol-gemini,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
da-20-4,1,Full,Static,full-static,da-20-4--rep-001--solver-luna--full-static,da-20-4--rep-001,equal-weight-sol-gemini,90.0,90.0,88.33333333333334,0.0,1.6666666666666643,1.6666666666666643,100.0,100.0,100.0,80.0,80.0,76.66666666666667
da-20-4,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-001,equal-weight-sol-gemini,5.0,2.5,5.833333333333334,2.5,-3.333333333333334,-0.8333333333333337,10.0,5.0,8.333333333333334,0.0,0.0,3.3333333333333335
da-20-4,1,User,Static,user-simulator-static,da-20-4--rep-001--solver-luna--user-simulator-static,da-20-4--rep-001,equal-weight-sol-gemini,35.0,27.5,32.5,7.5,-5.000000000000002,2.4999999999999982,45.0,25.0,33.333333333333336,25.0,30.0,31.666666666666668
da-20-4,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,equal-weight-sol-gemini,7.5,7.5,9.166666666666668,0.0,-1.666666666666667,-1.666666666666667,5.0,5.0,10.0,10.0,10.0,8.333333333333334
da-20-4,2,Full,Static,full-static,da-20-4--rep-002--solver-luna--full-static,da-20-4--rep-002,equal-weight-sol-gemini,100.0,100.0,98.33333333333334,0.0,1.6666666666666643,1.6666666666666643,100.0,100.0,100.0,100.0,100.0,96.66666666666667
da-20-4,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-002,equal-weight-sol-gemini,10.0,5.0,6.666666666666667,5.0,-1.666666666666667,3.333333333333333,10.0,5.0,8.333333333333334,10.0,5.0,5.0
da-20-4,2,User,Static,user-simulator-static,da-20-4--rep-002--solver-luna--user-simulator-static,da-20-4--rep-002,equal-weight-sol-gemini,0.0,0.0,0.8333333333333334,0.0,-0.8333333333333334,-0.8333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,0.0
da-20-4,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,equal-weight-sol-gemini,10.0,5.0,7.5,5.0,-2.5,2.5,10.0,5.0,10.0,10.0,5.0,5.0
da-20-4,3,Full,Static,full-static,da-20-4--rep-003--solver-luna--full-static,da-20-4--rep-003,equal-weight-sol-gemini,97.5,97.5,97.5,0.0,0.0,0.0,100.0,100.0,100.0,95.0,95.0,95.0
da-20-4,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-20-4--rep-003,equal-weight-sol-gemini,17.5,17.5,17.5,0.0,0.0,0.0,20.0,20.0,20.0,15.0,15.0,15.0
da-20-4,3,User,Static,user-simulator-static,da-20-4--rep-003--solver-luna--user-simulator-static,da-20-4--rep-003,equal-weight-sol-gemini,17.5,25.0,25.833333333333336,-7.5,-0.8333333333333339,-8.333333333333334,20.0,35.0,35.0,15.0,15.0,16.666666666666668
da-26-2,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,equal-weight-sol-gemini,76.0,76.0,76.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,76.0,76.0
da-26-2,1,Full,Static,full-static,da-26-2--rep-001--solver-luna--full-static,da-26-2--rep-001,equal-weight-sol-gemini,79.5,82.5,80.33333333333333,-3.0,2.166666666666668,-0.8333333333333321,100.0,100.0,100.0,59.0,65.0,60.666666666666664
da-26-2,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-001,equal-weight-sol-gemini,64.0,60.0,63.66666666666667,4.0,-3.666666666666668,0.33333333333333215,71.0,71.0,71.0,57.0,49.0,56.333333333333336
da-26-2,1,User,Static,user-simulator-static,da-26-2--rep-001--solver-luna--user-simulator-static,da-26-2--rep-001,equal-weight-sol-gemini,71.0,71.0,71.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,71.0,71.0
da-26-2,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,equal-weight-sol-gemini,79.5,82.0,82.0,-2.5,0.0,-2.5,100.0,100.0,100.0,59.0,64.0,64.0
da-26-2,2,Full,Static,full-static,da-26-2--rep-002--solver-luna--full-static,da-26-2--rep-002,equal-weight-sol-gemini,86.0,89.0,83.5,-3.0,5.5,2.5,100.0,100.0,100.0,72.0,78.0,67.0
da-26-2,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-002,equal-weight-sol-gemini,71.0,71.0,72.66666666666666,0.0,-1.6666666666666643,-1.6666666666666643,71.0,71.0,74.33333333333333,71.0,71.0,71.0
da-26-2,2,User,Static,user-simulator-static,da-26-2--rep-002--solver-luna--user-simulator-static,da-26-2--rep-002,equal-weight-sol-gemini,71.0,71.0,67.33333333333333,0.0,3.666666666666668,3.666666666666668,71.0,71.0,71.0,71.0,71.0,63.666666666666664
da-26-2,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-003,equal-weight-sol-gemini,77.5,66.5,77.5,11.0,-11.0,0.0,79.0,79.0,79.0,76.0,54.0,76.0
da-26-2,3,Full,Static,full-static,da-26-2--rep-003--solver-luna--full-static,da-26-2--rep-003,equal-weight-sol-gemini,74.5,77.5,77.5,-3.0,0.0,-3.0,95.0,95.0,95.0,54.0,60.0,60.0
da-26-2,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-2--rep-003,equal-weight-sol-gemini,56.0,39.5,44.333333333333336,16.5,-4.833333333333336,11.666666666666664,68.0,63.0,64.66666666666667,44.0,16.0,24.0
da-26-2,3,User,Static,user-simulator-static,da-26-2--rep-003--solver-luna--user-simulator-static,da-26-2--rep-003,equal-weight-sol-gemini,71.0,71.0,71.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,71.0,71.0
da-26-4,1,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-001--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-001,equal-weight-sol-gemini,89.0,89.0,89.0,0.0,0.0,0.0,95.0,95.0,95.0,83.0,83.0,83.0
da-26-4,1,Full,Static,full-static,da-26-4--rep-001--solver-luna--full-static,da-26-4--rep-001,equal-weight-sol-gemini,96.5,96.5,95.5,0.0,1.0,1.0,100.0,100.0,99.0,93.0,93.0,92.0
da-26-4,1,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-001--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-001,equal-weight-sol-gemini,57.0,57.0,57.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0
da-26-4,1,User,Static,user-simulator-static,da-26-4--rep-001--solver-luna--user-simulator-static,da-26-4--rep-001,equal-weight-sol-gemini,72.5,75.0,77.33333333333334,-2.5,-2.3333333333333357,-4.833333333333336,81.0,81.0,81.0,64.0,69.0,73.66666666666667
da-26-4,2,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-002--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-002,equal-weight-sol-gemini,50.5,48.5,39.83333333333333,2.0,8.666666666666668,10.666666666666668,63.0,63.0,43.0,38.0,34.0,36.666666666666664
da-26-4,2,Full,Static,full-static,da-26-4--rep-002--solver-luna--full-static,da-26-4--rep-002,equal-weight-sol-gemini,65.5,74.0,69.5,-8.5,4.5,-4.0,100.0,100.0,100.0,31.0,48.0,39.0
da-26-4,2,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-002--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-002,equal-weight-sol-gemini,85.5,79.5,81.5,6.0,-2.0,4.0,95.0,83.0,87.0,76.0,76.0,76.0
da-26-4,2,User,Static,user-simulator-static,da-26-4--rep-002--solver-luna--user-simulator-static,da-26-4--rep-002,equal-weight-sol-gemini,64.5,58.5,62.5,6.0,-4.0,2.0,74.0,62.0,70.0,55.0,55.0,55.0
da-26-4,3,Full,RTT,full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-003--solver-luna--full-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-003,equal-weight-sol-gemini,84.5,75.0,77.33333333333334,9.5,-2.3333333333333357,7.166666666666664,88.0,81.0,81.0,81.0,69.0,73.66666666666667
da-26-4,3,Full,Static,full-static,da-26-4--rep-003--solver-luna--full-static,da-26-4--rep-003,equal-weight-sol-gemini,100.0,100.0,96.66666666666666,0.0,3.3333333333333357,3.3333333333333357,100.0,100.0,100.0,100.0,100.0,93.33333333333333
da-26-4,3,User,RTT,user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-003--solver-luna--user-simulator-red-team-trace-execution-verified-proactive-provenance,da-26-4--rep-003,equal-weight-sol-gemini,27.0,23.5,23.666666666666668,3.5,-0.16666666666666785,3.333333333333332,29.0,22.0,24.666666666666668,25.0,25.0,22.666666666666668
da-26-4,3,User,Static,user-simulator-static,da-26-4--rep-003--solver-luna--user-simulator-static,da-26-4--rep-003,equal-weight-sol-gemini,65.5,69.5,64.66666666666667,-4.0,4.833333333333332,0.8333333333333321,74.0,62.0,74.0,57.0,77.0,55.333333333333336
