arm,assignment_id,task_id,replicate,criterion_id,source_generation,offline,first_scored_submission,first_available_feedback_turn,first_focused_reminder_turn,availability_to_reminder_lag,first_verbatim_requirement_turn,verbatim_requirement_exposures,reminder_deliveries,proactive_deliveries,corrective_deliveries,scored_observations,scored_violations,post_reminder_scored_observations,post_reminder_scored_violations,post_reminder_violation_response_opportunities,first_post_reminder_level,first_post_reminder_points
full,da-13-6--rep-002--solver-luna--full-red-team-trace,da-13-6,2,elicited_fd1b148d5bf4b379,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""84e1501a577e06abf92d45ed028c8d91d198a21acd74022900a9fa874a445a45"", ""offset"": 18965, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""57ba3b4b32026f295a9a28e7883fb3faba2748397331e4142cede9fe900bf1c9"", ""offset"": 13190, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""57ba3b4b32026f295a9a28e7883fb3faba2748397331e4142cede9fe900bf1c9"", ""offset"": 13190, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""57ba3b4b32026f295a9a28e7883fb3faba2748397331e4142cede9fe900bf1c9"", ""offset"": 13190, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""57ba3b4b32026f295a9a28e7883fb3faba2748397331e4142cede9fe900bf1c9"", ""offset"": 13190, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
full,da-16-1--rep-003--solver-luna--full-red-team-trace,da-16-1,3,elicited_56365b44db9f9e75,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""e443a7ea0d61ecd15ef97511d23c1692d8f4a151d6ee10a3745911d301126d21"", ""offset"": 19549, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""048fdcf239d560e1aba56715141ce2452d63adca0a60cb83d3973400e1054201"", ""offset"": 13475, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""048fdcf239d560e1aba56715141ce2452d63adca0a60cb83d3973400e1054201"", ""offset"": 13475, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""048fdcf239d560e1aba56715141ce2452d63adca0a60cb83d3973400e1054201"", ""offset"": 13475, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""048fdcf239d560e1aba56715141ce2452d63adca0a60cb83d3973400e1054201"", ""offset"": 13475, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
user,da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,elicited_de6ec5aea485fff6,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""7830e02451f491d9027dcb5a3f5a3485c9da36a06d5dea98677ab2600116a3f7"", ""offset"": 9855, ""representation"": ""literal""}]",1,0,1,8,1,7,0,0,A,0.0
user,da-14-3--rep-001--solver-luna--user-simulator-red-team-trace,da-14-3,1,elicited_db77c0abbeb9160b,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""631db0b05b7e255149200304bda0c1906338b8510447d9c32a3c8b87463fc409"", ""offset"": 6274, ""representation"": ""literal""}]",1,0,1,5,1,4,0,0,A,0.0
user,da-13-6--rep-002--solver-luna--user-simulator-red-team-trace,da-13-6,2,elicited_fd1b148d5bf4b379,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""9e7828043831fd962a1ec8ced3db1d022a7db4a2246313dd6aee5c2e3a9f7634"", ""offset"": 7070, ""representation"": ""literal""}]",1,1,0,11,0,10,0,0,A,0.0
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_accc1ceaf159d0d1,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""4f9f2f77f6f3c68bfcb68b5fd98eb066658e42ca7b5986c452853077e45c4b6f"", ""offset"": 9821, ""representation"": ""literal""}]",1,0,1,11,1,10,0,0,A,0.0
user,da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,elicited_cefd1ecb9d7b6460,1,True,s000,1,2,1,2,"[{""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""41e0b08270923e918aea6d34d7bf1828f7fa8a6940601f2d7416b59dc3c62122"", ""offset"": 2052, ""representation"": ""literal""}]",1,0,1,11,1,9,0,0,A,0.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_accc1ceaf159d0d1,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d8f7a929edc09b02971f5074ede0388182a51c48923d7f444fb6c2b10324da76"", ""offset"": 16315, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""8febee78152c0b07ee779f8a5e7e835de580e43ed9e9db17bed14823e38624de"", ""offset"": 8286, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""d63209ccc6f78b4344ed9f2b6ac38cf7f90d5c7a6617db3365c119fb2ccea360"", ""offset"": 8586, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""37dee948e3ac8e89eaf2f16f5dcd966e8b0007cb9b35b331c4664b9dfe4274b8"", ""offset"": 8641, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""4e7c2b103a253a0bd4cff7fb75119b8e1def3c48baeffda6c8631ec652e434ee"", ""offset"": 8615, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f1aadb47efc43822c608343046e6296271bc50bca5827885a10bdad00370f579"", ""offset"": 8492, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""d6d571aa7537bd856a6c11522e6d2f056714c003a6d00023cbd7284504d45c59"", ""offset"": 8678, ""representation"": ""literal""}]",1,0,1,7,1,6,0,0,A,0.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_cefd1ecb9d7b6460,1,True,s000,1,2,1,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d8f7a929edc09b02971f5074ede0388182a51c48923d7f444fb6c2b10324da76"", ""offset"": 17623, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""8febee78152c0b07ee779f8a5e7e835de580e43ed9e9db17bed14823e38624de"", ""offset"": 9594, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""d63209ccc6f78b4344ed9f2b6ac38cf7f90d5c7a6617db3365c119fb2ccea360"", ""offset"": 9894, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""37dee948e3ac8e89eaf2f16f5dcd966e8b0007cb9b35b331c4664b9dfe4274b8"", ""offset"": 9949, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""4e7c2b103a253a0bd4cff7fb75119b8e1def3c48baeffda6c8631ec652e434ee"", ""offset"": 9923, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f1aadb47efc43822c608343046e6296271bc50bca5827885a10bdad00370f579"", ""offset"": 9800, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""d6d571aa7537bd856a6c11522e6d2f056714c003a6d00023cbd7284504d45c59"", ""offset"": 9986, ""representation"": ""literal""}]",3,0,3,7,4,5,2,2,A,0.0
full,da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,elicited_ec557098a9a526ec,2,False,s000,1,,,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""d8f7a929edc09b02971f5074ede0388182a51c48923d7f444fb6c2b10324da76"", ""offset"": 18792, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""8febee78152c0b07ee779f8a5e7e835de580e43ed9e9db17bed14823e38624de"", ""offset"": 10763, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""d63209ccc6f78b4344ed9f2b6ac38cf7f90d5c7a6617db3365c119fb2ccea360"", ""offset"": 11063, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""37dee948e3ac8e89eaf2f16f5dcd966e8b0007cb9b35b331c4664b9dfe4274b8"", ""offset"": 11118, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""4e7c2b103a253a0bd4cff7fb75119b8e1def3c48baeffda6c8631ec652e434ee"", ""offset"": 11092, ""representation"": ""literal""}, {""turn"": 6, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-006/prompt.txt"", ""sha256"": ""f1aadb47efc43822c608343046e6296271bc50bca5827885a10bdad00370f579"", ""offset"": 10969, ""representation"": ""literal""}, {""turn"": 7, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/turns/turn-007/prompt.txt"", ""sha256"": ""d6d571aa7537bd856a6c11522e6d2f056714c003a6d00023cbd7284504d45c59"", ""offset"": 11155, ""representation"": ""literal""}]",0,0,0,7,0,0,0,0,,
full,da-14-1--rep-003--solver-luna--full-red-team-trace,da-14-1,3,elicited_17bac549dc540429,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""f9691bfa60db3cf78478c36d3de13eaa834734073a6f72bc94080b653da6f0c0"", ""offset"": 21610, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""7f6db30ad3130e68200c6d42370f411cd0285c2113e330c00ce44e26c21cd338"", ""offset"": 15827, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""7f6db30ad3130e68200c6d42370f411cd0285c2113e330c00ce44e26c21cd338"", ""offset"": 15827, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""7f6db30ad3130e68200c6d42370f411cd0285c2113e330c00ce44e26c21cd338"", ""offset"": 15827, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""7f6db30ad3130e68200c6d42370f411cd0285c2113e330c00ce44e26c21cd338"", ""offset"": 15827, ""representation"": ""literal""}]",1,0,1,5,1,4,0,0,A,0.0
full,da-14-3--rep-003--solver-luna--full-red-team-trace,da-14-3,3,elicited_db77c0abbeb9160b,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""4e8a6dccc60a8471674e184c752362ae750ca057ad8c26d9a9260dcc7c0f6fd4"", ""offset"": 12308, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""2aaac0f9e90a36d789842f9a7775d45614b012583823ae1cd3e1914d31a2f8e4"", ""offset"": 7893, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""2aaac0f9e90a36d789842f9a7775d45614b012583823ae1cd3e1914d31a2f8e4"", ""offset"": 7893, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""2aaac0f9e90a36d789842f9a7775d45614b012583823ae1cd3e1914d31a2f8e4"", ""offset"": 7893, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""2aaac0f9e90a36d789842f9a7775d45614b012583823ae1cd3e1914d31a2f8e4"", ""offset"": 7893, ""representation"": ""literal""}]",1,1,0,5,0,4,0,0,A,0.0
full,da-14-3--rep-001--solver-luna--full-red-team-trace,da-14-3,1,elicited_db77c0abbeb9160b,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""24bd4c2d24bdd5c4d74073143c1b7f0063da02e32a1e16563d52ff47681f3f69"", ""offset"": 12490, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""1aae29a9ae4b61a9789a473cc5a3b52b4f1ea33c85eedebe19822fcdca16ceab"", ""offset"": 7813, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""1aae29a9ae4b61a9789a473cc5a3b52b4f1ea33c85eedebe19822fcdca16ceab"", ""offset"": 7813, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""1aae29a9ae4b61a9789a473cc5a3b52b4f1ea33c85eedebe19822fcdca16ceab"", ""offset"": 7813, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""1aae29a9ae4b61a9789a473cc5a3b52b4f1ea33c85eedebe19822fcdca16ceab"", ""offset"": 7813, ""representation"": ""literal""}]",1,0,1,5,1,4,0,0,A,0.0
user,da-16-1--rep-001--solver-luna--user-simulator-red-team-trace,da-16-1,1,elicited_56365b44db9f9e75,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""fb6a82856b8e762c5631027fe7ada63f5a3290e130758b498d5bddfdb81b9c60"", ""offset"": 7570, ""representation"": ""literal""}]",1,0,1,6,1,5,0,0,A,0.0
user,da-14-8--rep-002--solver-luna--user-simulator-red-team-trace,da-14-8,2,elicited_42633414a38f749a,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-8/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""88e82593e0149e1786cc8f5d06486e8299db7fff3bb8896df774f1db04a96564"", ""offset"": 7519, ""representation"": ""literal""}]",1,0,1,5,1,4,0,0,A,0.0
user,da-14-1--rep-002--solver-luna--user-simulator-red-team-trace,da-14-1,2,elicited_17bac549dc540429,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""60f5b70f952a0dd53cfe41317e47e7d68e7f39af6f9e6d4288f5fd0bf3885978"", ""offset"": 6732, ""representation"": ""literal""}]",1,1,0,10,0,9,0,0,A,0.0
user,da-14-1--rep-003--solver-luna--user-simulator-red-team-trace,da-14-1,3,elicited_17bac549dc540429,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""48363080e90a958e879cb60273048255b7750f212f6f7c05f3001d406427afaa"", ""offset"": 6559, ""representation"": ""literal""}]",1,0,1,10,1,9,0,0,A,0.0
full,da-19-6--rep-002--solver-luna--full-red-team-trace,da-19-6,2,elicited_de6ec5aea485fff6,1,True,s000,1,1,0,1,"[{""turn"": 1, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt"", ""sha256"": ""e8a659b63787ea9802fc4db517afadb9fe32a22068856c9b6599fa878648a6c1"", ""offset"": 20944, ""representation"": ""literal""}, {""turn"": 2, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt"", ""sha256"": ""3148ec57d6ec1ec53b5aa115e06e115e586e5d75b55bad7fd90d945458cd1a0d"", ""offset"": 13125, ""representation"": ""literal""}, {""turn"": 3, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt"", ""sha256"": ""0965dfc7a7122d76a36603143d386da4b43be4f74ff86c1335a7f3fdf3a5d566"", ""offset"": 13291, ""representation"": ""literal""}, {""turn"": 4, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt"", ""sha256"": ""e6a26360dc938ce9bd34c5fc0a3903ab72ba3f1da4e3f5a01feeaf765ffab8a2"", ""offset"": 13250, ""representation"": ""literal""}, {""turn"": 5, ""path"": ""/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt"", ""sha256"": ""e6a26360dc938ce9bd34c5fc0a3903ab72ba3f1da4e3f5a01feeaf765ffab8a2"", ""offset"": 13250, ""representation"": ""literal""}]",3,1,2,5,2,4,2,2,B,-5.0
