assignment_id,task_id,replicate,condition_id,arm,generation,errors,pair_id,reason,stage,path,criterion_id,details
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,6,"[{""artifact_id"": ""artifact_39cb6c1654c8f013"", ""quote"": ""I treated every functional ESR1 variant as an LBD event... this operational call also includes observed variants outside residues 300–550 (for example p.G160D and p.K252N)"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_39cb6c1654c8f013"", ""reason"": ""missing_required_public_witness""}]",pair_b8362e7787f07c23,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,6,"[{""artifact_id"": ""artifact_9c821689cd903733"", ""quote"": ""The explicit class list ... The 300–550 restriction is required"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_9c821689cd903733"", ""reason"": ""missing_required_public_witness""}]",pair_3dd6d9b1ec6f2853,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,6,"[{""reason"": ""invalid_diagnosis_replacement""}]",pair_3d32ea147f23a805,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,6,"[{""reason"": ""invalid_diagnosis_replacement""}]",pair_bf0bc469d5fde174,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,2,"[{""artifact_id"": ""artifact_1c9f40b6dcf01464"", ""quote"": ""df.columns=['UniProt','Organism','Sequence','catGRANULE','PLAAC','PScore', ... 'NoPS','hNoPS']"", ""reason"": ""quote_not_in_named_artifact""}]",pair_c933c2ec23b4f465,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,2,"[{""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""quote"": ""The benchmark did not perform an explicit positive/negative overlap check; if a row carries both the target-positive flag and hNoPS, the positive label wins..."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""reason"": ""missing_required_public_witness""}]",pair_1bb3c84fc48d6601,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,2,"[{""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""quote"": ""Result: 48,504 proteins; label totals SaPS 128, hSaPS 59, PdPS 214, hPdPS 96, NoPS 48,158, hNoPS 8,801."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""reason"": ""missing_required_public_witness""}]",pair_178294a889fcf734,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,2,"[{""reason"": ""invalid_diagnosis_replacement""}]",pair_4267ae532527d5ad,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,3,"[{""artifact_id"": ""artifact_1c9f40b6dcf01464"", ""quote"": ""df.columns=['UniProt','Organism','Sequence','catGRANULE','PLAAC','PScore', ... 'NoPS','hNoPS']"", ""reason"": ""quote_not_in_named_artifact""}]",pair_c933c2ec23b4f465,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,3,"[{""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""quote"": ""The benchmark did not perform an explicit positive/negative overlap check; if a row carries both the target-positive flag and hNoPS, the positive label wins..."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""reason"": ""missing_required_public_witness""}]",pair_1bb3c84fc48d6601,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,3,"[{""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""quote"": ""Result: 48,504 proteins; label totals SaPS 128, hSaPS 59, PdPS 214, hPdPS 96, NoPS 48,158, hNoPS 8,801."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""reason"": ""missing_required_public_witness""}]",pair_178294a889fcf734,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,3,"[{""reason"": ""invalid_diagnosis_replacement""}, {""reason"": ""diagnosis_replacement_scope_mismatch""}]",pair_8f9fc7e770bdacd6,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,"[{""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""y=pos[use].astype(int); score=df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""hSaPS AUROC (AP) | 0.813 (0.133)"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""# PScore is polarity-normalized here so that larger values are treated as stronger evidence for the positive class."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""score=(1-df.loc[use,pred]) if pred=='PScore' else df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""reason"": ""missing_required_public_witness""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""reason"": ""missing_required_public_witness""}]",pair_7c7aa019adba8716,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,"[{""artifact_id"": ""artifact_1c9f40b6dcf01464"", ""quote"": ""df.columns=['UniProt','Organism','Sequence','catGRANULE','PLAAC','PScore', ... 'NoPS','hNoPS']"", ""reason"": ""quote_not_in_named_artifact""}]",pair_c933c2ec23b4f465,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,"[{""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""quote"": ""The benchmark did not perform an explicit positive/negative overlap check; if a row carries both the target-positive flag and hNoPS, the positive label wins..."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""reason"": ""missing_required_public_witness""}]",pair_1bb3c84fc48d6601,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,"[{""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""quote"": ""Result: 48,504 proteins; label totals SaPS 128, hSaPS 59, PdPS 214, hPdPS 96, NoPS 48,158, hNoPS 8,801."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""reason"": ""missing_required_public_witness""}]",pair_178294a889fcf734,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,"[{""reason"": ""invalid_diagnosis_replacement""}, {""reason"": ""diagnosis_replacement_scope_mismatch""}]",pair_8f9fc7e770bdacd6,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""y=pos[use].astype(int); score=df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""hSaPS AUROC (AP) | 0.813 (0.133)"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""# PScore is polarity-normalized here so that larger values are treated as stronger evidence for the positive class."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""score=(1-df.loc[use,pred]) if pred=='PScore' else df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""reason"": ""missing_required_public_witness""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""reason"": ""missing_required_public_witness""}]",pair_7c7aa019adba8716,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""artifact_id"": ""artifact_1c9f40b6dcf01464"", ""quote"": ""df.columns=['UniProt','Organism','Sequence','catGRANULE','PLAAC','PScore', ... 'NoPS','hNoPS']"", ""reason"": ""quote_not_in_named_artifact""}]",pair_c933c2ec23b4f465,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""quote"": ""The benchmark did not perform an explicit positive/negative overlap check; if a row carries both the target-positive flag and hNoPS, the positive label wins..."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""reason"": ""missing_required_public_witness""}]",pair_1bb3c84fc48d6601,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""quote"": ""Result: 48,504 proteins; label totals SaPS 128, hSaPS 59, PdPS 214, hPdPS 96, NoPS 48,158, hNoPS 8,801."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""reason"": ""missing_required_public_witness""}]",pair_178294a889fcf734,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""AUROC (AP), predictor order PScore/PLAAC/catGRANULE: SaPS vs NoPS: 0.831 (0.050), 0.834 (0.029), 0.817 (0.035)."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""reason"": ""missing_required_public_witness""}]",pair_d957be2fdbb6c245,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,"[{""reason"": ""invalid_diagnosis_replacement""}, {""reason"": ""diagnosis_replacement_scope_mismatch""}]",pair_8f9fc7e770bdacd6,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,"[{""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""y=pos[use].astype(int); score=df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""quote"": ""hSaPS AUROC (AP) | 0.813 (0.133)"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""# PScore is polarity-normalized here so that larger values are treated as stronger evidence for the positive class."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""score=(1-df.loc[use,pred]) if pred=='PScore' else df.loc[use,pred]"", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""reason"": ""missing_required_public_witness""}, {""artifact_id"": ""artifact_b2e2c66d230b1ce1"", ""reason"": ""missing_required_public_witness""}]",pair_7c7aa019adba8716,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,"[{""artifact_id"": ""artifact_1c9f40b6dcf01464"", ""quote"": ""df.columns=['UniProt','Organism','Sequence','catGRANULE','PLAAC','PScore', ... 'NoPS','hNoPS']"", ""reason"": ""quote_not_in_named_artifact""}]",pair_c933c2ec23b4f465,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,"[{""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""quote"": ""The benchmark did not perform an explicit positive/negative overlap check; if a row carries both the target-positive flag and hNoPS, the positive label wins..."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_6bf0ddba05b6f28b"", ""reason"": ""missing_required_public_witness""}]",pair_1bb3c84fc48d6601,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,"[{""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""quote"": ""Result: 48,504 proteins; label totals SaPS 128, hSaPS 59, PdPS 214, hPdPS 96, NoPS 48,158, hNoPS 8,801."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_4ea66ee77fe964d6"", ""reason"": ""missing_required_public_witness""}]",pair_178294a889fcf734,source_failure,quality,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,"[{""artifact_id"": ""artifact_06b5272d0d501694"", ""quote"": ""AUROC (AP), predictor order PScore/PLAAC/catGRANULE: SaPS vs NoPS: 0.831 (0.050), 0.834 (0.029), 0.817 (0.035)."", ""reason"": ""quote_not_in_named_artifact""}, {""artifact_id"": ""artifact_06b5272d0d501694"", ""reason"": ""missing_required_public_witness""}]",pair_d957be2fdbb6c245,source_failure,diagnosis,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006/criterion-validation.json,,
