assignment_id,task_id,replicate,condition_id,arm,submission_id,source_checkpoint,active_generation,solver_turn,exposed,category,corrective,criterion_id,criterion_source_generation,points,previously_reminded,skipped,reminder_component_bytes,reminder_component_chars,solver_prompt_bytes,elicited_penalty,W,W_train,prompt_path,prompt_sha256,binding_sha256,receipt_path
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s000,0,2,1,False,,,,,,,[],0,0,18715,0.0,40.0,40.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,b343d556dd1a02c219f2f2aabd095a36b4d1f28737fde422ab4339536fec7e16,a7b2906ef6ef24cfd6425b5f355b71f6def6d2de67a083447f10b73db48717b4,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s001,1,3,2,False,,,,,,,[],0,0,13025,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,d32560d5271c7c0df249823ca08583cd66c9a7be75df5df5700dab716a9cec6c,02a38c86781c8f51c9319616498b72a892f5720c3bfa37bb5f9741a5e0c050ad,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s001.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s002,2,4,3,False,,,,,,,[],0,0,13025,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,d32560d5271c7c0df249823ca08583cd66c9a7be75df5df5700dab716a9cec6c,cea073856ffb70092d0288ae31e8bf9337131f7578b3e2311af2e7c8d45b2cd8,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s002.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s003,3,5,4,False,,,,,,,[],0,0,13025,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,d32560d5271c7c0df249823ca08583cd66c9a7be75df5df5700dab716a9cec6c,0bf3d2482ab38bd968bd76ce152f2859371bfa44ca609af002e8af2099c16051,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s003.json
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,s004,4,6,5,False,,,,,,,[],0,0,13025,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,d32560d5271c7c0df249823ca08583cd66c9a7be75df5df5700dab716a9cec6c,c7cd85a97b35a45ff476065ebe31fb8498ce831cff31261d81fc5cfcac6765cc,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/trace-defense-reminders/s004.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s000,0,2,1,True,4,False,elicited_17bac549dc540429,1,0.0,False,[],524,524,7112,0.0,90.0,90.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt,c9ca6b87d9f6803b80350b0f5a42b33a99ecb1a27dc7d7c525e2270ed899e772,f3e041d04f47415558aa8d89eba15b8a82b233e84d4038a39dd09d759f75b947,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s001,1,3,2,False,,,,,,,[],0,0,1475,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt,6acc5f6c90456c83d42fc0f6d5b713b861cda63debcaff0dcadca77eb8467fe8,54f7f5dd701a39394a5f30d0177583a32822f433aef82d7fd637fd41364d538c,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s002,2,4,3,False,,,,,,,[],0,0,1199,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt,ed7923a99a6eb137fbbf630114e7a9a18fd88e1d550efd6e2bdd59f551ee1069,d6de2611c090effc800e5330a2687f802a9b557263da1cb455a1f467e0bcd947,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s003,3,5,4,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,36160280071a0be9c62dc2c79495b1b03f26cd1346ed8407062fb8f32c3e721c,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,s004,4,6,5,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,72ef0a654c51236bd26d3b7a80341bca490afed7824e2b2ba2c7890ea4bde050,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s000,0,2,1,False,,,,,,,[],0,0,11217,0.0,57.0,57.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,169f4fceebf61e126b37dfcc5f52c519fe771d9522b0ff5a7584b1669f1d19e5,de17ad0bfc2821108015ac6dcaba94e5708b27478b8a3cac1447193a128f1ce6,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s001,1,3,2,False,,,,,,,[],0,0,6546,0.0,95.0,95.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,985582971419b92f61a6493e4af173fdb4f3e255b777c58d022e531390a7429d,d8e5fa0685f05ac763f3b9575536b9fc92892a84a466cb386a7f2fdced7b477c,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s001.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s002,2,4,3,False,,,,,,,[],0,0,6305,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,7fd29ad66dbcf3e0a560ca1fa4451166b6b232f47de93017bd1fa6b8d0468e17,b002726154d9952d2edd0f1242d1985ba10f2397d5d82793d05d4b005a10ba18,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s002.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s003,3,5,4,False,,,,,,,[],0,0,6305,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,7fd29ad66dbcf3e0a560ca1fa4451166b6b232f47de93017bd1fa6b8d0468e17,3310908ce508d34c33b16066f780026da9fd02e8764922dd53b34d7aa033ae6e,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s003.json
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,s004,4,6,5,False,,,,,,,[],0,0,6305,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,7fd29ad66dbcf3e0a560ca1fa4451166b6b232f47de93017bd1fa6b8d0468e17,c1b9e70f3f04516a171624d6c01479c9c582958461f672b3a3512ab204f9a591,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/trace-defense-reminders/s004.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s000,0,2,1,False,,,,,,,[],0,0,6711,0.0,45.0,45.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt,85ea536c064a70ccd5da1112d597d10f693806a13c8bf0ec9c0b3c147c8bc5f7,f9ece6dbf36e4f7cd6a5eb720e2b8cbbcdc74f050debe50f9186b2384bbdf0cb,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s001,1,3,2,False,,,,,,,[],0,0,1684,0.0,90.0,90.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt,8862091507efa5b4454b87cc7206a29cca533af32be8e80be1c4b307cc33f039,f62d11518d7bc14fbab0978527963fbb900e872d6d97baf8054ead25673b0dc6,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s002,2,4,3,False,,,,,,,[],0,0,1107,0.0,90.0,90.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt,78b1806eba045575c0286fac03fff9075cbc626f7fc540d8ce833921b55b10e8,497f2c8905f443f74794e763e8203643182fc8b4b9d2c064a6f1a83aba4ad341,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s003,3,5,4,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,ebde5dc2e57d86ea9d7374750601ae60dfacbfcc1e59dbd583194741137271a7,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,s004,4,6,5,False,,,,,,,[],0,0,525,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt,1123fb1849ab406a9da3efb64a746896f12f2b9d0d2f7b338a70ba4f598ffd0d,01645f10d06a65f3e5a16b84fb5ab4d63337befc5d528d7c17d65dad17e88500,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s000,0,2,1,False,,,,,,,[],0,0,16754,0.0,46.0,46.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-001/prompt.txt,abc5ec4981756b8bec05e97b6fe33fa1481fbce3e14784960e3b8d49ea348c0c,9589365632476e9bea6c3ef9f0e9c02eab46ecc580eabb4bd830d084ef24fd56,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s000.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s001,1,3,2,False,,,,,,,[],0,0,11339,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-002/prompt.txt,231b256bb59678205dd9daa19e9d6c1ab2f41ae48082ef0788686328b91ef76e,081c54179ca1baf548825b60ee155585c80d85a67d7bcd96fcc65078943618a4,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s001.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s002,2,4,3,False,,,,,,,[],0,0,11339,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-003/prompt.txt,231b256bb59678205dd9daa19e9d6c1ab2f41ae48082ef0788686328b91ef76e,faa34ee5b50ad112dab37b0a6dbb0261b76013fc688b11b23dfa6a3f9ac73c0a,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s002.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s003,3,5,4,False,,,,,,,[],0,0,11339,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-004/prompt.txt,231b256bb59678205dd9daa19e9d6c1ab2f41ae48082ef0788686328b91ef76e,4cb8c4a1f1f396d60cd30c5a38647aba6f42b6fea701ae785075d697c2445436,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s003.json
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,s004,4,6,5,False,,,,,,,[],0,0,11339,0.0,100.0,100.0,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/turns/turn-005/prompt.txt,231b256bb59678205dd9daa19e9d6c1ab2f41ae48082ef0788686328b91ef76e,2b792602c9ed1edcb2e96c7caa7c2f06f8cf7d718a984de1ece2e42840423f7b,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/trace-defense-reminders/s004.json
