assignment_id,task_id,replicate,condition_id,arm,generation,criterion_id,levels,provenance_pair_ids,requirement,source_generation,title,generation_sha256,path
da-13-6--rep-002--solver-luna--full-red-team-trace,da-13-6,2,full-red-team-trace,full,1,elicited_fd1b148d5bf4b379,"[{""description"": ""Provides direct, reproducible results from suitable overlap and directional-concordance tests (or justified alternatives), with clearly defined protein universe, sets, denominators, and relevant caveats."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides a partial validation, such as testing only overlap or only directional agreement, or reports tests with incomplete denominators or caveats."", ""label"": ""B"", ""points"": -5}, {""description"": ""Makes claims about enriched overlap or directional agreement without testing them, or uses an inappropriate or uninterpretable test."", ""label"": ""C"", ""points"": -10}]","[""pair_a90ae9d0868f0f81""]","When claiming that significant-protein overlap or same-direction agreement is non-random, the analysis should test those claims against appropriate null expectations and report the resulting evidence.",1,Validation of overlap and directional concordance,fadb02664986ba5318722abc1256c8421be8afb80d7b22c4d4fe7238f875b050,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-16-1--rep-003--solver-luna--full-red-team-trace,da-16-1,3,full-red-team-trace,full,1,elicited_56365b44db9f9e75,"[{""description"": ""Explicitly detects repeated gene identifiers and combines their counts with a reproducible, count-preserving rule (or provides an equivalent justified resolution) before normalization and clustering."", ""label"": ""A"", ""points"": 0}, {""description"": ""Produces a gene-level matrix and mentions duplicate identifiers, but the resolution rule is incompletely documented or its count-preservation is unclear."", ""label"": ""B"", ""points"": -5}, {""description"": ""Silently keeps only one occurrence, discards duplicate rows, or otherwise fails to address repeated gene identifiers, causing potentially relevant counts to be lost."", ""label"": ""C"", ""points"": -10}]","[""pair_9de35c13996e596c""]","When input count files contain repeated gene identifiers, the analysis must resolve them without silently discarding observations so the resulting gene-level matrix preserves the available counts.",1,Preservation of duplicate gene counts,9b6da9a083616c360f91120b3fd8ff76b7fc963ea39cd9fbbb5fb6f7622955e2,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-19-6--rep-001--solver-luna--user-simulator-red-team-trace,da-19-6,1,user-simulator-red-team-trace,user,1,elicited_de6ec5aea485fff6,"[{""description"": ""All claimed derived metrics are directly supported by inspectable calculations, use appropriate denominators and union definitions, and are labeled accurately."", ""label"": ""A"", ""points"": 0}, {""description"": ""A minor calculation, denominator, or label issue affects one non-central summary but does not materially alter the main conclusion."", ""label"": ""B"", ""points"": -5}, {""description"": ""A central reported metric is miscomputed, uses an invalid denominator or union operation, or is materially mislabeled, undermining the quantitative conclusion."", ""label"": ""C"", ""points"": -10}]","[""pair_09cc0978eb5f9245"", ""pair_48f4c1071533b42c""]","When reporting computed metrics or aggregate interval summaries, ensure formulas, denominators, interval-union operations, and metric labels are mathematically consistent with the stated method and source data.",1,Validity of derived quantitative summaries,4a1518eb7d3ee385c1e80d56fc1f57623d93add3bdc234fda28b8c548277e317,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-19-6/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-14-3--rep-001--solver-luna--user-simulator-red-team-trace,da-14-3,1,user-simulator-red-team-trace,user,1,elicited_db77c0abbeb9160b,"[{""description"": ""Explicitly filters the analysis cohort to infected records and provides inspectable code or tabulated counts demonstrating that non-infected and healthy records are excluded from the reported denominator."", ""label"": ""A"", ""points"": 0}, {""description"": ""States an infection restriction but does not make the applied filter or exclusion of non-infected and healthy records directly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Reports a sepsis-focused proportion using a denominator that includes non-infected or healthy records, or provides no inspectable evidence that such records were excluded."", ""label"": ""C"", ""points"": -10}]","[""pair_b32c74d837d7da9c""]","When reporting proportions for critically ill patients in a sepsis-focused analysis, the claimed cohort must be restricted to records identified as infected, rather than combining infected patients with healthy or non-infected records.",1,Sepsis Cohort Infection Restriction,0b591d6a887586fcfb1b6cf3a9c2e117c31ddbe2666cd6a0ebc1f7aad4f69ac1,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-13-6--rep-002--solver-luna--user-simulator-red-team-trace,da-13-6,2,user-simulator-red-team-trace,user,1,elicited_fd1b148d5bf4b379,"[{""description"": ""Provides direct, reproducible results from suitable overlap and directional-concordance tests (or justified alternatives), with clearly defined protein universe, sets, denominators, and relevant caveats."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides a partial validation, such as testing only overlap or only directional agreement, or reports tests with incomplete denominators or caveats."", ""label"": ""B"", ""points"": -5}, {""description"": ""Makes claims about enriched overlap or directional agreement without testing them, or uses an inappropriate or uninterpretable test."", ""label"": ""C"", ""points"": -10}]","[""pair_a90ae9d0868f0f81""]","When claiming that significant-protein overlap or same-direction agreement is non-random, the analysis should test those claims against appropriate null expectations and report the resulting evidence.",1,Validation of overlap and directional concordance,fadb02664986ba5318722abc1256c8421be8afb80d7b22c4d4fe7238f875b050,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,user-simulator-red-team-trace,user,1,elicited_accc1ceaf159d0d1,"[{""description"": ""Provides an inspectable fixed module definition or gene-overlap evidence and quantitative associations for the discovery and each claimed replication level."", ""label"": ""A"", ""points"": 0}, {""description"": ""Reports quantitative associations in multiple levels but gives incomplete overlap or module-transfer evidence, making the replication claim only partly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Claims replication from similar biological descriptions, hub genes, or separately selected modules without directly demonstrating that the same module was tested across levels."", ""label"": ""C"", ""points"": -10}]","[""pair_b6460b3c0bd0fc16""]","When claiming that a co-expression program replicates across spinal levels or cohorts, directly identify the overlapping module genes or a fixed transferable module definition and report the corresponding quantitative association in each replication level; analogous marker lists or separately discovered modules do not establish replication.",1,Direct evidence for cross-level module replication,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-001--solver-luna--user-simulator-red-team-trace,da-15-2,1,user-simulator-red-team-trace,user,1,elicited_cefd1ecb9d7b6460,"[{""description"": ""Reports the relevant output contents directly, including enough memberships, statistics, or tables to inspect the claimed results without relying on unseen files."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides some quantitative output directly but relies partly on referenced files for material results or reproducibility details."", ""label"": ""B"", ""points"": -5}, {""description"": ""Substantive results or reproducibility depend on unseen output files, with no direct inspectable evidence in the submitted material."", ""label"": ""C"", ""points"": -10}]","[""pair_3e9ec19d4597ab8b""]","When claiming that analysis outputs were generated or saved, provide their relevant contents or other direct reviewable evidence in the submission; a prose assertion referring only to an unseen file is insufficient proof of completed computation or reproducibility.",1,Inspectability of claimed generated outputs,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,full-red-team-trace,full,1,elicited_accc1ceaf159d0d1,"[{""description"": ""Provides an inspectable fixed module definition or gene-overlap evidence and quantitative associations for the discovery and each claimed replication level."", ""label"": ""A"", ""points"": 0}, {""description"": ""Reports quantitative associations in multiple levels but gives incomplete overlap or module-transfer evidence, making the replication claim only partly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Claims replication from similar biological descriptions, hub genes, or separately selected modules without directly demonstrating that the same module was tested across levels."", ""label"": ""C"", ""points"": -10}]","[""pair_b6460b3c0bd0fc16""]","When claiming that a co-expression program replicates across spinal levels or cohorts, directly identify the overlapping module genes or a fixed transferable module definition and report the corresponding quantitative association in each replication level; analogous marker lists or separately discovered modules do not establish replication.",1,Direct evidence for cross-level module replication,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,full-red-team-trace,full,1,elicited_cefd1ecb9d7b6460,"[{""description"": ""Reports the relevant output contents directly, including enough memberships, statistics, or tables to inspect the claimed results without relying on unseen files."", ""label"": ""A"", ""points"": 0}, {""description"": ""Provides some quantitative output directly but relies partly on referenced files for material results or reproducibility details."", ""label"": ""B"", ""points"": -5}, {""description"": ""Substantive results or reproducibility depend on unseen output files, with no direct inspectable evidence in the submitted material."", ""label"": ""C"", ""points"": -10}]","[""pair_3e9ec19d4597ab8b""]","When claiming that analysis outputs were generated or saved, provide their relevant contents or other direct reviewable evidence in the submission; a prose assertion referring only to an unseen file is insufficient proof of completed computation or reproducibility.",1,Inspectability of claimed generated outputs,ea4175839d0331be0a4369019999889dfe64a1cae0499834d40c8b82c4539d58,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-15-2--rep-003--solver-luna--full-red-team-trace,da-15-2,3,full-red-team-trace,full,2,elicited_ec557098a9a526ec,"[{""description"": ""The association is covariate-adjusted with the relevant model statistic and covariate/missing-data handling reported, or no covered disease–module claim is made."", ""label"": ""A"", ""points"": 0}, {""description"": ""Associations are explicitly identified as unadjusted or descriptive and potential confounding is acknowledged, but no adjusted analysis is provided."", ""label"": ""B"", ""points"": -5}, {""description"": ""Unadjusted associations are presented as disease effects without clearly identifying the lack of adjustment or qualifying the resulting confounding risk."", ""label"": ""C"", ""points"": -10}]","[""pair_3e9ec19d4597ab8b""]","When reporting disease–module associations in observational bulk data with available measured covariates, state whether the model adjusts for them and show the model’s adjusted statistic and covariate/missing-data handling. If adjustment was not performed, label results as unadjusted or descriptive and qualify the confounding risk; correct the issue by refitting with the available covariates or narrowing the claim.",2,Covariate qualification of disease–module associations,097eca208d88ca9f1ef1a9aac0671509d159d5913d6b22cce25e3faeb3fea6d2,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-15-2/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002/criteria.json
da-14-1--rep-003--solver-luna--full-red-team-trace,da-14-1,3,full-red-team-trace,full,1,elicited_17bac549dc540429,"[{""description"": ""Explicitly reports identifier uniqueness and duplication findings, identifies the observational unit used for correlation, and gives a defensible rationale for retaining or aggregating repeated rows."", ""label"": ""A"", ""points"": 0}, {""description"": ""Uses an identifiable observational unit but reports duplication or the retention/aggregation rationale only partially."", ""label"": ""B"", ""points"": -5}, {""description"": ""Assumes rows are independent without checking potentially duplicated identifiers, or applies an unjustified aggregation/exclusion that could alter the correlation structure."", ""label"": ""C"", ""points"": -10}]","[""pair_c0cdc4d73c9a5061""]","When the source table contains identifiers that may represent repeated patients or samples, the analysis must establish the observational unit, check identifier uniqueness or duplication, and justify retaining, aggregating, or excluding repeated rows before computing correlations.",1,Observational-unit and duplicate-identifier handling,3b327987df1b285cb705f8a1768cd769377b4e96c3fa35154f6018e76f70ee9f,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-14-3--rep-003--solver-luna--full-red-team-trace,da-14-3,3,full-red-team-trace,full,1,elicited_db77c0abbeb9160b,"[{""description"": ""Explicitly filters the analysis cohort to infected records and provides inspectable code or tabulated counts demonstrating that non-infected and healthy records are excluded from the reported denominator."", ""label"": ""A"", ""points"": 0}, {""description"": ""States an infection restriction but does not make the applied filter or exclusion of non-infected and healthy records directly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Reports a sepsis-focused proportion using a denominator that includes non-infected or healthy records, or provides no inspectable evidence that such records were excluded."", ""label"": ""C"", ""points"": -10}]","[""pair_b32c74d837d7da9c""]","When reporting proportions for critically ill patients in a sepsis-focused analysis, the claimed cohort must be restricted to records identified as infected, rather than combining infected patients with healthy or non-infected records.",1,Sepsis Cohort Infection Restriction,0b591d6a887586fcfb1b6cf3a9c2e117c31ddbe2666cd6a0ebc1f7aad4f69ac1,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-14-3--rep-001--solver-luna--full-red-team-trace,da-14-3,1,full-red-team-trace,full,1,elicited_db77c0abbeb9160b,"[{""description"": ""Explicitly filters the analysis cohort to infected records and provides inspectable code or tabulated counts demonstrating that non-infected and healthy records are excluded from the reported denominator."", ""label"": ""A"", ""points"": 0}, {""description"": ""States an infection restriction but does not make the applied filter or exclusion of non-infected and healthy records directly inspectable."", ""label"": ""B"", ""points"": -5}, {""description"": ""Reports a sepsis-focused proportion using a denominator that includes non-infected or healthy records, or provides no inspectable evidence that such records were excluded."", ""label"": ""C"", ""points"": -10}]","[""pair_b32c74d837d7da9c""]","When reporting proportions for critically ill patients in a sepsis-focused analysis, the claimed cohort must be restricted to records identified as infected, rather than combining infected patients with healthy or non-infected records.",1,Sepsis Cohort Infection Restriction,0b591d6a887586fcfb1b6cf3a9c2e117c31ddbe2666cd6a0ebc1f7aad4f69ac1,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-3/rep-001/luna/full-red-team-trace/rubric-generations/generation-0001/criteria.json
da-16-1--rep-001--solver-luna--user-simulator-red-team-trace,da-16-1,1,user-simulator-red-team-trace,user,1,elicited_56365b44db9f9e75,"[{""description"": ""Explicitly detects repeated gene identifiers and combines their counts with a reproducible, count-preserving rule (or provides an equivalent justified resolution) before normalization and clustering."", ""label"": ""A"", ""points"": 0}, {""description"": ""Produces a gene-level matrix and mentions duplicate identifiers, but the resolution rule is incompletely documented or its count-preservation is unclear."", ""label"": ""B"", ""points"": -5}, {""description"": ""Silently keeps only one occurrence, discards duplicate rows, or otherwise fails to address repeated gene identifiers, causing potentially relevant counts to be lost."", ""label"": ""C"", ""points"": -10}]","[""pair_9de35c13996e596c""]","When input count files contain repeated gene identifiers, the analysis must resolve them without silently discarding observations so the resulting gene-level matrix preserves the available counts.",1,Preservation of duplicate gene counts,9b6da9a083616c360f91120b3fd8ff76b7fc963ea39cd9fbbb5fb6f7622955e2,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-16-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001/criteria.json
