assignment_id,task_id,replicate,condition_id,arm,generation,source_checkpoint,offline,path,generation_sha256,proposed,admitted,decisions,active_criteria,quality_ordered_pairs,gap_pairs,logical_call_ceiling,call_budget,logical_requests,recorded_new_calls,recorded_cache_hits,quality_source_failure_pairs,quality_no_order_pairs,quality_unavailable_pairs,compilation_empty,compilation_unavailable,selected_pairs,diagnoses,supported_diagnoses,diagnosis_quote_failures,failure_records
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0005,de5a3d5bc03b5497569c8e313cbce1522164d598c063275d4f8d31d55a989ba0,0,0,{},0,4,3,50,450,28,4,24,4,0,0,0,0,"[""pair_d957be2fdbb6c245"", ""pair_8f9fc7e770bdacd6""]","{""supported_relation"": 2}",0,2,6
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0006,400c28ff7c396ec4699603b04926b467d154cb4b71602a8aafd07eeb750bc02e,0,0,{},0,4,3,55,495,31,3,28,4,1,0,0,0,"[""pair_d957be2fdbb6c245"", ""pair_8f9fc7e770bdacd6""]","{""supported_relation"": 2}",0,2,6
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0001,ddb893d08572fa2247cccf410ebe38cf2d0430c0a45ef1010068af8a7d57eb11,1,0,"{""criterion_support_failed"": 1}",0,3,1,,72,,,,,,,,,,,,,
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002,8fef64d84443b730327af610641ac0d322a984f378927fda2a6d3e3bff690f28,0,0,{},0,1,0,14,126,14,14,0,3,0,0,0,0,[],{},0,0,3
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003,8bcb860f5e6cc9542a8c027687ae08557a82ed8963c5c29ee7a8bede9aa64872,0,0,{},0,3,2,30,270,21,7,14,3,0,0,0,0,"[""pair_bdd27a9ab9d1a83b""]","{""supported_relation"": 1}",0,1,4
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004,14a86370d6b904a1b5c97d984911deef515def42418914bbbde205be23d08250,0,0,{},0,4,2,34,306,24,3,21,3,0,0,0,0,"[""pair_bdd27a9ab9d1a83b""]","{""supported_relation"": 1}",0,1,4
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005,3f0783d1a63b1039e59e0828cfbbcfdb535379fc0a31699f63d1cee70d167d19,0,0,{},0,5,2,38,342,27,3,24,3,0,0,0,0,"[""pair_bdd27a9ab9d1a83b""]","{""supported_relation"": 1}",0,1,4
da-13-5--rep-002--solver-luna--full-red-team-trace,da-13-5,2,full-red-team-trace,full,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006,ac13828a209b57d464f33be1dca626690d04002aa9bb26978ae01c285bd157f7,0,0,{},0,6,3,55,495,31,4,27,3,0,0,0,0,"[""pair_dbf5db00759a3322"", ""pair_bdd27a9ab9d1a83b""]","{""supported_relation"": 2}",0,2,5
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001,3b327987df1b285cb705f8a1768cd769377b4e96c3fa35154f6018e76f70ee9f,1,1,"{""accepted"": 1}",1,3,2,,72,,,,,,,,,,,,,
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002,4625377b47dcf1136b6463a54cb85ba73ec5b38317b2c39af90aa23a9664e2e4,1,0,{},1,2,2,22,198,20,20,0,2,0,0,0,0,"[""pair_c0cdc4d73c9a5061""]","{""supported_relation"": 1}",1,0,3
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003,c604ed1ef582f49c84e6ef9b219501b391f74669b1055cd2bdf99c6562752b96,2,0,{},1,3,3,40,360,30,14,16,3,0,0,0,0,"[""pair_39fb7eec29c3f52e"", ""pair_c0cdc4d73c9a5061""]","{""supported_relation"": 2}",2,0,5
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004,4b0ed8db3a2768980dda17bf6dbf157f34f202d1c35983d9306bd23d30025607,1,0,{},1,5,4,51,459,37,9,28,3,1,0,0,0,"[""pair_39fb7eec29c3f52e"", ""pair_2f1d0fcd10ce4ff4""]","{""supported_relation"": 2}",1,1,5
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005,d5b7a6fbc076a5f5b1dfb56df48f06adf6b5c440d05abb8ae1652638fdb7eebb,2,0,{},1,6,6,61,549,46,18,28,4,1,0,0,0,"[""pair_f892f6151ea8129d"", ""pair_39fb7eec29c3f52e""]","{""supported_relation"": 2}",2,0,6
da-14-1--rep-001--solver-luna--user-simulator-red-team-trace,da-14-1,1,user-simulator-red-team-trace,user,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-14-1/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006,5f4a806b63d95128d2d2dc861d26517863cc81d0dbe8ccb507ea83c7bd939fc0,1,0,{},1,7,7,66,594,49,5,44,4,1,0,0,0,"[""pair_70ec1201495f698c"", ""pair_f892f6151ea8129d""]","{""supported_relation"": 2}",1,1,6
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0001,09724c352873c48fe3515b72dd99ab8eaa22db155b368d2ac5cd1c16bf00a1c1,1,0,"{""criterion_support_failed"": 1}",0,3,1,,72,,,,,,,,,,,,,
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002,b5ec50d515da82f0c8c4927b1b444a9fa656d459a48cb2d0f7cd3402ecd79c67,0,0,{},0,3,1,22,198,15,15,0,1,0,0,0,0,"[""pair_6a0781cb3f303c47""]","{""supported_relation"": 1}",0,1,2
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003,1b05e421114d531b54f32756121a5ea9cf26ac0b1d32011564ee3b2eeba65246,0,0,{},0,5,3,40,360,22,7,15,1,0,0,0,0,"[""pair_c20aadbab52d4453"", ""pair_6a0781cb3f303c47""]","{""supported_relation"": 2}",0,2,3
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004,3fd93e32a167a879803068cd73a953c42be3a61afb19407c78688ec6d7f55c67,0,0,{},0,7,4,51,459,29,9,21,2,0,0,0,0,"[""pair_de4ac26f1f6513fd"", ""pair_6a0781cb3f303c47""]","{""supported_relation"": 2}",0,2,4
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005,998a981bf68e553f555982828fed34e3986406571606348ad52b335e6ea794b5,0,0,{},0,8,4,56,504,32,4,29,2,0,0,0,0,"[""pair_6a0781cb3f303c47"", ""pair_c20aadbab52d4453""]","{""supported_relation"": 2}",0,2,4
da-12-4--rep-002--solver-luna--full-red-team-trace,da-12-4,2,full-red-team-trace,full,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-12-4/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006,37acc3854e6b1f291993a4b8f9eec9920d9f5afa8f4c847eb8fb81ff4d0208f9,0,0,{},0,8,4,61,549,35,3,32,3,0,0,0,0,"[""pair_6a0781cb3f303c47"", ""pair_c20aadbab52d4453""]","{""supported_relation"": 2}",0,2,5
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0001,ddb893d08572fa2247cccf410ebe38cf2d0430c0a45ef1010068af8a7d57eb11,1,0,"{""criterion_support_failed"": 1}",0,3,1,,72,,,,,,,,,,,,,
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0002,8fef64d84443b730327af610641ac0d322a984f378927fda2a6d3e3bff690f28,0,0,{},0,4,0,14,126,14,15,0,0,0,0,0,0,[],{},0,0,0
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0003,8bcb860f5e6cc9542a8c027687ae08557a82ed8963c5c29ee7a8bede9aa64872,0,0,{},0,5,1,30,270,21,7,14,1,0,0,0,0,"[""pair_c9e070c43a03fac1""]","{""supported_relation"": 1}",0,1,2
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0004,fa77d32cedeb5c4df14a3b5651076d555dfc9f60cee65fb54432fba33a6f7c9e,0,0,{},0,5,1,39,351,28,7,21,4,0,0,0,0,"[""pair_c9e070c43a03fac1""]","{""supported_relation"": 1}",0,1,5
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0005,5877b0d7ff3b53784ff56f26cb6d44d464b1a86404e4b2821d24406cd74f1647,0,0,{},0,7,1,47,423,34,7,27,4,0,0,0,0,"[""pair_c9e070c43a03fac1""]","{""supported_relation"": 1}",0,1,5
da-13-5--rep-001--solver-luna--user-simulator-red-team-trace,da-13-5,1,user-simulator-red-team-trace,user,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/rubric-generations/generation-0006,dcfca5bdeae8be9718c5529fdd0d4fac4f22a404f09db58915d2ba129d8165da,0,0,{},0,8,1,51,459,37,4,34,4,0,0,0,0,"[""pair_c9e070c43a03fac1""]","{""supported_relation"": 1}",0,1,5
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0001,a9281bed4d2b41b044f3aa511caa2313c22f44ff3aea721a006dbe187ef1f3b8,1,0,"{""criterion_support_failed"": 1}",0,3,3,,72,,,,,,,,,,,,,
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0002,4096fbacae7a221b0cc66debd4b4c786b97d2be7c87753e117cc08e64405d655,0,0,{},0,3,3,30,270,16,16,0,1,0,0,0,0,"[""pair_9eea9a0df44e5353"", ""pair_7497d182f3123bfe""]","{""supported_relation"": 2}",0,2,3
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0003,6b8388514679af2f33e2d4046916734f0d51935108e095f8ac6ac441ba910960,0,0,{},0,5,3,40,360,22,6,16,1,0,0,0,0,"[""pair_7497d182f3123bfe"", ""pair_9eea9a0df44e5353""]","{""supported_relation"": 2}",0,2,3
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0004,7cd879eae744438034f7ae0f4ec96df0931b8ea53883796d92cfc6bbb0e3144b,0,0,{},0,5,3,45,405,25,3,22,2,1,0,0,0,"[""pair_7497d182f3123bfe"", ""pair_9eea9a0df44e5353""]","{""supported_relation"": 2}",0,2,4
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0005,a09b40ec9f5986975d4f70392a96fe31a00d0111c29adb399abb9aceca8d21ad,0,0,{},0,6,4,50,450,28,4,24,2,1,0,0,0,"[""pair_45a6abe803c1fc62"", ""pair_7497d182f3123bfe""]","{""supported_relation"": 2}",0,2,4
da-13-3--rep-002--solver-luna--full-red-team-trace,da-13-3,2,full-red-team-trace,full,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-3/rep-002/luna/full-red-team-trace/rubric-generations/generation-0006,aa259d0c113d940f73dc623c97d94fe796829d4baeb7cbb49d5bcd6fcb4c454f,0,0,{},0,6,4,55,495,31,3,28,2,2,0,0,0,"[""pair_7497d182f3123bfe"", ""pair_45a6abe803c1fc62""]","{""supported_relation"": 2}",0,2,4
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0001,ecb81c7011e5740fe7b443a836a8daa47ff6a5b2e2f7178f0412d2425c2b7f64,0,0,{},0,3,0,,72,,,,,,,,,,,,,
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0002,d428358e51f87618b0390d56e6f6a02c357be58212d448e6841378f022d88c3b,1,0,{},0,3,2,22,198,21,21,0,0,1,0,0,0,"[""pair_d99624bf48793dd4""]","{""supported_relation"": 1}",1,0,1
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0003,7f5c92a6538f518931df5055507c8414d10b05caa2b81ca27923a6d1dd971763,1,0,{},0,4,3,40,360,29,8,21,1,1,0,0,0,"[""pair_6804a3605b99febc"", ""pair_d99624bf48793dd4""]","{""supported_relation"": 2}",1,1,3
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0004,6a873baef53c294b705ac37f733c94d0e953256e8cdef2a0495b379e4f47f532,0,0,{},0,7,4,51,459,29,8,21,1,1,0,0,0,"[""pair_b2ab91a76b251915"", ""pair_6804a3605b99febc""]","{""supported_relation"": 2}",0,2,3
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0005,cfa5c1549c7a6a398937eb6b484383269e2d572d48236a3c06e76de58a0d4241,0,0,{},0,9,6,61,549,35,8,27,1,1,0,0,0,"[""pair_2f451b439f12c792"", ""pair_6804a3605b99febc""]","{""supported_relation"": 2}",0,2,3
da-13-1--rep-003--solver-luna--user-simulator-red-team-trace,da-13-1,3,user-simulator-red-team-trace,user,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v1-20260910/study/biomnibench-da-factorial-r10-3e186b5fe98c/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/rubric-generations/generation-0006,d7e2403298338eeab505c38080b448869c06c77d1b6767cbdab03d8d4339e277,0,0,{},0,11,8,71,639,41,8,33,1,1,0,0,0,"[""pair_431eadad922a49f1"", ""pair_6804a3605b99febc""]","{""supported_relation"": 2}",0,2,3
