task_id,replicate,feedback_arm,rubric_policy,scientific_recipe,source_cohort,source_state_path,final_submission_id,auditor_rows,mission_execution,if_new_user_selected
da-13-5,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-13-5,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-13-5,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-13-6,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-13-6,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-13-6,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-1,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-1,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-1,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-1/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-3,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-3,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-3,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-3/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-8,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-8,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-14-8,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-14-8/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-1,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-1,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/full-red-team-trace/state.json,s006,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-1,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-2,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-001/luna/full-red-team-trace/state.json,s005,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-2,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-002/luna/full-red-team-trace/state.json,s007,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-2,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-2/rep-003/luna/full-red-team-trace/state.json,s006,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-7,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-7/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-7,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-7/rep-002/luna/full-red-team-trace/state.json,s005,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-7,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-7/rep-003/luna/full-red-team-trace/state.json,s005,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-8,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-8/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-8,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-8/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-15-8,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-8/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-16-1,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-16-1,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-16-1,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-16-1/rep-003/luna/full-red-team-trace/state.json,s005,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-5,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-5,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-5,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-5/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-7,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-7,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-18-7,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-1,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-1,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-002/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-1,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-1/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-6,1,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-001/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-6,2,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-002/luna/full-red-team-trace/state.json,s006,2,reused_existing_evidence,reuse_if_native_inputs_match
da-19-6,3,full,red_team_trace,attack_defense_v2.1,candidate_full,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-19-6/rep-003/luna/full-red-team-trace/state.json,s004,2,reused_existing_evidence,reuse_if_native_inputs_match
da-10-1,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-001/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-10-1,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-002/luna/user-simulator-red-team-trace/state.json,s005,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-10-1,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-10-3,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-001/luna/user-simulator-red-team-trace/state.json,s009,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-10-3,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-002/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-10-3,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-3/rep-003/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-2,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-001/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-2,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-002/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-2,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-2/rep-003/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-4,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-001/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-4,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-002/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-12-4,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-12-4/rep-003/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-1,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-001/luna/user-simulator-red-team-trace/state.json,s009,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-1,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-002/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-1,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-1/rep-003/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-3,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-001/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-3,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-002/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-3,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-3/rep-003/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-5,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-001/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-5,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-002/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-5,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-5/rep-003/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-6,1,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/state.json,s010,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-6,2,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-002/luna/user-simulator-red-team-trace/state.json,s004,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
da-13-6,3,user,red_team_trace,attack_defense_v2.1,candidate_user,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-13-6/rep-003/luna/user-simulator-red-team-trace/state.json,s008,2,reused_existing_evidence,replace_in_new_core_comparison_keep_as_history
