task_id,replicate,submission_id,generation_round,feedback_decision,concern_count,selection,before_to_after_changed,diff_chars,delta_W,delta_S,delta_A,delta_W_minus_S,delta_W_minus_A,primary_mechanism,mechanism_basis,feedback_path,reminder_path,turn_prompt_path
da-15-1,1,s010,,,0,,True,0,23.0,-2.5,12.0,25.5,11.0,WEAK_STRONG_DISAGREEMENT,A improved while strong selected quality declined,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-001/luna/user-simulator-red-team-trace/feedback/s010.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s010.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-001/luna/user-simulator-red-team-trace/turns/turn-011/prompt.txt
da-15-1,2,s000,2,revise,3,,True,12778,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s000.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt
da-15-1,2,s001,3,revise,2,"{""category"": 3, ""corrective"": false, ""criterion_id"": ""elicited_bf69295ace6a824b"", ""points"": 0.0, ""previously_reminded"": false, ""requirement"": ""When an artifact claims that a covariate was adjusted for in a fitted analysis, compare the stated covariate list with the variables actually inserted into the public design matrix used for testing. Each claimed adjustment must be implemented, or the claim must be corrected and the analysis refit as needed, while retaining unrelated valid results."", ""source_generation"": 3}",True,6376,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s001.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt
da-15-1,2,s002,4,revise,3,,True,6259,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s002.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt
da-15-1,2,s003,5,revise,2,,True,6273,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s003.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt
da-15-1,2,s004,6,revise,1,,True,4471,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s004.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt
da-15-1,2,s005,7,revise,1,"{""category"": 3, ""corrective"": false, ""criterion_id"": ""elicited_9fce0022fda67d96"", ""points"": 0.0, ""previously_reminded"": false, ""requirement"": ""When an artifact interprets an observational adjusted contrast, check its wording against the public design and confounder audit: it must describe the result as an association within the measured adjustment scope, not as isolated or causal, and disclose consequential measured or residual confounding; correct the interpretation or limitations while retaining supported quantitative results."", ""source_generation"": 7}",True,2918,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s005.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s005.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt
da-15-1,2,s006,8,revise,2,,True,3433,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s006.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s006.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt
da-15-1,2,s007,9,revise,2,,True,2443,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s007.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s007.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-008/prompt.txt
da-15-1,2,s008,10,revise,1,,True,1046,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s008.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s008.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-009/prompt.txt
da-15-1,2,s009,11,revise,1,,True,2131,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s009.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s009.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-010/prompt.txt
da-15-1,2,s010,,,0,,True,0,10.0,26.0,40.0,-16.0,-30.0,NO_REGRESSION,selected quality did not decline on the saved paired row,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/feedback/s010.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/trace-defense-reminders/s010.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-002/luna/user-simulator-red-team-trace/turns/turn-011/prompt.txt
da-15-1,3,s000,2,revise,2,"{""category"": 3, ""corrective"": false, ""criterion_id"": ""elicited_44b95deb48c1443b"", ""points"": 0.0, ""previously_reminded"": false, ""requirement"": ""When an artifact changes the displayed design matrix or tested model, verify that reported coefficients, p-values, FDRs, rankings, and DEG counts were generated from that exact model by rerunning it or providing sufficient output/provenance; otherwise revert the displayed method and claims to the model that produced the results. Retain unrelated supported analyses."", ""source_generation"": 2}",True,14462,0.0,-60.0,-35.0,60.0,35.0,DYNAMIC_OVERSTEER,proactive learned reminder co-occurred with a quality decline; inspect preserved-output diff,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s000.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-001/prompt.txt
da-15-1,3,s001,3,revise,2,"{""category"": 3, ""corrective"": false, ""criterion_id"": ""elicited_084620096adfb6ec"", ""points"": 0.0, ""previously_reminded"": false, ""requirement"": ""When interpreting bulk RNA-seq differential-expression results as within-cell regulation, a mechanism, or a causal driver, check that the artifact labels the result as associative and composition-sensitive and either limits the claim accordingly or supplies direct support such as cell-resolved or experimental evidence; revise unsupported mechanistic claims while retaining valid differential-expression results."", ""source_generation"": 3}",True,7729,0.0,-60.0,-35.0,60.0,35.0,DYNAMIC_OVERSTEER,proactive learned reminder co-occurred with a quality decline; inspect preserved-output diff,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s001.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-002/prompt.txt
da-15-1,3,s002,4,revise,2,,True,7674,0.0,-60.0,-35.0,60.0,35.0,VALID_WORK_REMOVED,saved revision diff contains withdrawal/omission language alongside a selected-quality decline,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s002.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-003/prompt.txt
da-15-1,3,s003,5,revise,2,,True,11648,0.0,-60.0,-35.0,60.0,35.0,VALID_WORK_REMOVED,saved revision diff contains withdrawal/omission language alongside a selected-quality decline,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s003.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-004/prompt.txt
da-15-1,3,s004,6,revise,2,"{""category"": 3, ""corrective"": false, ""criterion_id"": ""elicited_c8988bd73d35ad35"", ""points"": 0.0, ""previously_reminded"": false, ""requirement"": ""When an artifact states a gene-expression filter and reports filtered results, compare the prose rule, executable keep-mask, and reported tested-gene universe. They must agree; otherwise rerun affected analyses under the stated rule or revise the method, counts, rankings, and claims to the implemented rule, while retaining unrelated supported results."", ""source_generation"": 6}",True,904,0.0,-60.0,-35.0,60.0,35.0,DYNAMIC_OVERSTEER,proactive learned reminder co-occurred with a quality decline; inspect preserved-output diff,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s004.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-005/prompt.txt
da-15-1,3,s005,7,revise,2,,True,3244,0.0,-60.0,-35.0,60.0,35.0,VALID_WORK_REMOVED,saved revision diff contains withdrawal/omission language alongside a selected-quality decline,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s005.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s005.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-006/prompt.txt
da-15-1,3,s006,8,revise,2,,True,7978,0.0,-60.0,-35.0,60.0,35.0,VALID_WORK_REMOVED,saved revision diff contains withdrawal/omission language alongside a selected-quality decline,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/feedback/s006.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s006.json,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/turns/turn-007/prompt.txt
