variant,task,replicate,submission_id,root,receipt,generation,saved_choice,correct_choice,saved_skips,correct_skips,choice_changed,eligibility_changed
v3,da-15-1,3,s008,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-15-1/study/biomnibench-da-factorial-r10-6acf315677b9/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-15-1/study/biomnibench-da-factorial-r10-6acf315677b9/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s008.json,10,,,[],[],False,False
v3,da-15-1,3,s009,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-15-1/study/biomnibench-da-factorial-r10-6acf315677b9/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-15-1/study/biomnibench-da-factorial-r10-6acf315677b9/experiments/da-15-1/rep-003/luna/user-simulator-red-team-trace/trace-defense-reminders/s009.json,11,,,[],[],False,False
v3,da-13-6,1,s000,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s000.json,2,"{""criterion_id"": ""elicited_5d89d148b975b663"", ""source_generation"": 2, ""category"": 3, ""points"": 0.0, ""previously_reminded"": false, ""corrective"": false, ""requirement"": ""When an analysis selects an MHT age stratum per protein, use the adjusted p-value paired with that selected estimate for the significance mask, and use the same selected pair for direction, denominators, counts, and reported p-values. State the selection rule and any selection-related limitation; retain valid results from other analyses.""}","{""criterion_id"": ""elicited_5d89d148b975b663"", ""source_generation"": 2, ""category"": 3, ""points"": 0.0, ""previously_reminded"": false, ""corrective"": false, ""requirement"": ""When an analysis selects an MHT age stratum per protein, use the adjusted p-value paired with that selected estimate for the significance mask, and use the same selected pair for direction, denominators, counts, and reported p-values. State the selection rule and any selection-related limitation; retain valid results from other analyses.""}",[],[],False,False
v3,da-13-6,1,s001,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s001.json,3,,,[],[],False,False
v3,da-13-6,1,s002,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s002.json,4,,,[],[],False,False
v3,da-13-6,1,s003,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s003.json,5,,,[],[],False,False
v3,da-13-6,1,s004,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s004.json,6,,,[],[],False,False
v3,da-13-6,1,s005,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s005.json,7,,,[],[],False,False
v3,da-13-6,1,s006,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s006.json,8,"{""criterion_id"": ""elicited_e45b653a080e691f"", ""source_generation"": 8, ""category"": 3, ""points"": 0.0, ""previously_reminded"": false, ""corrective"": false, ""requirement"": ""When directional protein associations or discordant protein groupings are used to claim immune activation, pathway activation, mechanism, or causality, either provide a stated direct measurement, tested pathway analysis, or identifiable supporting source, or explicitly limit the claim to descriptive associations and state that the summary data do not establish mechanism or causality; retain the underlying valid analyses.""}","{""criterion_id"": ""elicited_e45b653a080e691f"", ""source_generation"": 8, ""category"": 3, ""points"": 0.0, ""previously_reminded"": false, ""corrective"": false, ""requirement"": ""When directional protein associations or discordant protein groupings are used to claim immune activation, pathway activation, mechanism, or causality, either provide a stated direct measurement, tested pathway analysis, or identifiable supporting source, or explicitly limit the claim to descriptive associations and state that the summary data do not establish mechanism or causality; retain the underlying valid analyses.""}",[],[],False,False
v3,da-13-6,1,s007,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s007.json,9,,,[],[],False,False
v3,da-13-6,1,s008,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v3-20260911/stress-iter1/v3-candidate/da-13-6/study/biomnibench-da-factorial-r10-e357985e24f9/experiments/da-13-6/rep-001/luna/user-simulator-red-team-trace/trace-defense-reminders/s008.json,10,,,[],[],False,False
